Commission Agent,Policy No,Premium transaction name,Policy Status,Applied Premium Date,Issued Date,Receive Policy date,Freelook,CUTOFF,Status,Premium Collected,FYC,RYC,Total Com
60026225,80060622,Flex Prem Premium Collection  ,IF,2024-01-08,2020-07-09,2020-07-12,1283.0,20240115,5,6143000.0,0.0,369000.0,369000.0
60026234,80097576,Premium Collection            ,IF,2024-01-15,2021-11-29,2021-12-28,749.0,20240115,5,8734000.0,0.0,638000.0,638000.0
60026332,80059181,Flex Prem Premium Collection  ,IF,2024-01-05,2020-05-29,2020-06-05,1320.0,20240115,5,2426000.0,0.0,135000.0,135000.0
60026332,80059181,Single Premium Top-up         ,IF,2024-01-08,2020-05-29,2020-06-05,1320.0,20240115,5,4374000.0,0.0,131000.0,131000.0
60026425,80059159,Flex Prem Premium Collection  ,IF,2024-01-11,2020-05-29,2020-06-04,1321.0,20240115,5,2988000.0,0.0,179000.0,179000.0
60026425,80059159,Single Premium Top-up         ,IF,2024-01-12,2020-05-29,2020-06-04,1321.0,20240115,5,2513000.0,0.0,75000.0,75000.0
60026425,80087275,Premium Collection            ,IF,2024-01-08,2021-07-22,2021-08-12,887.0,20240115,5,6025000.0,0.0,453000.0,453000.0
60026425,80102672,Premium Collection            ,IF,2024-01-15,2022-01-27,2022-02-16,699.0,20240115,5,14200000.0,0.0,1021000.0,1021000.0
60026472,80012384,Flex Prem Premium Collection  ,IF,2024-01-02,2017-06-01,2017-06-07,2414.0,20240115,5,2500000.0,0.0,27000.0,27000.0
60026472,80013294,Flex Prem Premium Collection  ,IF,2024-01-02,2017-06-30,2017-07-15,2376.0,20240115,5,3328000.0,0.0,35000.0,35000.0
60026472,80015458,Flex Prem Premium Collection  ,IF,2024-01-02,2017-10-11,2017-10-18,2281.0,20240115,5,4060000.0,0.0,47000.0,47000.0
60026472,80046517,Flex Prem Premium Collection  ,IF,2024-01-09,2019-07-11,2019-07-15,1646.0,20240115,5,6109000.0,0.0,242000.0,242000.0
60026472,80046517,Single Premium Top-up         ,IF,2024-01-11,2019-07-11,2019-07-15,1646.0,20240115,5,1422000.0,0.0,28000.0,28000.0
60026472,80059256,Flex Prem Premium Collection  ,IF,2024-01-02,2020-05-28,2020-06-15,1310.0,20240115,5,4262000.0,0.0,256000.0,256000.0
60026472,80059256,Single Premium Top-up         ,IF,2024-01-03,2020-05-28,2020-06-15,1310.0,20240115,5,748000.0,0.0,22000.0,22000.0
60026501,80098859,Premium Collection            ,IF,2024-01-10,2021-12-17,2021-12-22,755.0,20240115,5,8844000.0,0.0,634000.0,634000.0
60026513,80072932,Premium Collection            ,IF,2024-01-04,2021-01-29,2021-02-06,1074.0,20240115,5,7656000.0,0.0,612000.0,612000.0
60026525,80067683,Flex Prem Premium Collection  ,IF,2024-01-04,2020-11-27,2020-12-07,1135.0,20240115,5,10112000.0,0.0,607000.0,607000.0
60026525,80071868,Flex Prem Premium Collection  ,IF,2024-01-09,2021-01-11,2021-01-25,1086.0,20240115,5,492000.0,0.0,30000.0,30000.0
60026530,80034191,Flex Prem Premium Collection  ,IF,2024-01-08,2018-11-29,2018-12-08,1865.0,20240115,5,8818000.0,0.0,91000.0,91000.0
60026559,80099586,Premium Collection            ,IF,2024-01-15,2021-12-21,2021-12-23,754.0,20240115,5,15934000.0,0.0,1141000.0,1141000.0
60026559,80101803,Premium Collection            ,IF,2024-01-08,2022-01-13,2022-01-17,729.0,20240115,5,15185000.0,0.0,1150000.0,1150000.0
60026561,80125156,Premium Collection            ,IF,2024-01-11,2022-11-14,2022-11-16,426.0,20240115,5,14084000.0,0.0,1390000.0,1390000.0
60026625,80082529,Premium Collection            ,IF,2024-01-03,2021-05-27,2021-05-29,962.0,20240115,5,12845000.0,0.0,982000.0,982000.0
60026717,80060656,Flex Prem Premium Collection  ,IF,2024-01-09,2020-07-13,2020-07-18,1277.0,20240115,5,7509000.0,0.0,450000.0,450000.0
60026841,80064922,Flex Prem Premium Collection  ,IF,2024-01-04,2020-10-15,2020-10-31,1172.0,20240115,5,6221000.0,0.0,373000.0,373000.0
60026841,80068410,Flex Prem Premium Collection  ,IF,2024-01-03,2020-12-03,2020-12-09,1133.0,20240115,5,41093000.0,0.0,2465000.0,2465000.0
60026841,80069681,Flex Prem Premium Collection  ,IF,2024-01-03,2020-12-26,2021-01-01,1110.0,20240115,5,30077000.0,0.0,1805000.0,1805000.0
60026841,80071927,Flex Prem Premium Collection  ,IF,2024-01-12,2021-01-12,2021-01-19,1092.0,20240115,5,8452000.0,0.0,507000.0,507000.0
60026857,80083431,IAV Top-up(2021)              ,IF,2024-01-05,2021-06-07,2021-06-14,946.0,20240115,5,308000.0,0.0,3000.0,3000.0
60026880,80081386,Premium Collection            ,IF,2024-01-08,2021-05-19,2021-05-30,961.0,20240115,5,9023000.0,0.0,544000.0,544000.0
60026880,80081485,Premium Collection            ,IF,2024-01-08,2021-05-20,2021-05-28,963.0,20240115,5,7027000.0,0.0,440000.0,440000.0
60026880,80083295,Premium Collection            ,IF,2024-01-08,2021-06-03,2021-06-16,944.0,20240115,5,7632000.0,0.0,475000.0,475000.0
60026880,80083643,Premium Collection            ,IF,2024-01-08,2021-06-08,2021-06-13,947.0,20240115,5,11000000.0,0.0,694000.0,694000.0
60026954,80036456,Flex Prem Premium Collection  ,IF,2024-01-03,2018-12-29,2019-01-15,1827.0,20240115,5,4167000.0,0.0,42000.0,42000.0
60026954,80036456,Single Premium Top-up         ,IF,2024-01-04,2018-12-29,2019-01-15,1827.0,20240115,5,1833000.0,0.0,18000.0,18000.0
60026954,80036958,Flex Prem Premium Collection  ,IF,2024-01-15,2019-01-21,2019-02-15,1796.0,20240115,5,5890000.0,0.0,64000.0,64000.0
60026954,80067258,Flex Prem Premium Collection  ,IF,2024-01-04,2020-11-24,2020-11-28,1144.0,20240115,5,8044000.0,0.0,483000.0,483000.0
60026954,80067260,Flex Prem Premium Collection  ,IF,2024-01-04,2020-11-24,2020-11-28,1144.0,20240115,5,1400000.0,0.0,85000.0,85000.0
60026954,80071776,Flex Prem Premium Collection  ,IF,2024-01-08,2021-01-06,2021-01-19,1092.0,20240115,5,10468000.0,0.0,628000.0,628000.0
60026968,80008390,Premium Collection            ,IF,2024-01-08,2016-12-26,2017-01-04,2568.0,20240115,5,17175000.0,0.0,355000.0,355000.0
60026968,80008447,Premium Collection            ,IF,2024-01-08,2016-12-28,2017-01-04,2568.0,20240115,5,7723000.0,0.0,164000.0,164000.0
60026968,80008494,Flex Prem Premium Collection  ,IF,2024-01-02,2016-12-27,2017-01-02,2570.0,20240115,5,3232000.0,0.0,32000.0,32000.0
60026968,80009108,Flex Prem Premium Collection  ,IF,2024-01-07,2017-01-09,2017-01-19,2553.0,20240115,5,3730000.0,0.0,37000.0,37000.0
60026968,80013078,Flex Prem Premium Collection  ,IF,2024-01-08,2017-06-27,2017-07-06,2385.0,20240115,5,1719000.0,0.0,17000.0,17000.0
60026968,80013078,Single Premium Top-up         ,IF,2024-01-09,2017-06-27,2017-07-06,2385.0,20240115,5,2990000.0,0.0,30000.0,30000.0
60026968,80033251,Flex Prem Premium Collection  ,IF,2024-01-03,2018-11-23,2018-12-04,1869.0,20240115,5,10963000.0,0.0,136000.0,136000.0
60026968,80036513,Flex Prem Premium Collection  ,IF,2024-01-02,2019-01-07,2019-01-13,1829.0,20240115,5,150000.0,0.0,2000.0,2000.0
60026968,80055295,Flex Prem Premium Collection  ,IF,2024-01-11,2020-01-07,2020-01-09,1468.0,20240115,5,30768000.0,0.0,1231000.0,1231000.0
60026968,80055295,Single Premium Top-up         ,IF,2024-01-12,2020-01-07,2020-01-09,1468.0,20240115,5,5736000.0,0.0,115000.0,115000.0
60026968,80055545,Flex Prem Premium Collection  ,IF,2024-01-13,2020-01-16,2020-01-20,1457.0,20240115,5,11501000.0,0.0,462000.0,462000.0
60026968,80055545,Single Premium Top-up         ,IF,2024-01-15,2020-01-16,2020-01-20,1457.0,20240115,5,9051000.0,0.0,181000.0,181000.0
60026968,80055818,Flex Prem Premium Collection  ,IF,2024-01-15,2020-01-17,2020-02-03,1443.0,20240115,5,2970000.0,0.0,105000.0,105000.0
60026968,80059109,Flex Prem Premium Collection  ,IF,2024-01-10,2020-05-28,2020-06-01,1324.0,20240115,5,6495000.0,0.0,390000.0,390000.0
60026968,80067791,Flex Prem Premium Collection  ,IF,2024-01-10,2020-11-30,2020-12-14,1128.0,20240115,5,3000000.0,0.0,180000.0,180000.0
60026968,80067875,Flex Prem Premium Collection  ,IF,2024-01-10,2020-11-30,2020-12-14,1128.0,20240115,5,12166000.0,0.0,729000.0,729000.0
60026968,80068696,Flex Prem Premium Collection  ,IF,2024-01-12,2020-12-15,2020-12-17,1125.0,20240115,5,2027000.0,0.0,122000.0,122000.0
60026968,80101523,Premium Collection            ,IF,2024-01-08,2022-01-05,2022-01-14,732.0,20240115,5,6126000.0,0.0,473000.0,473000.0
60026968,80101524,Premium Collection            ,IF,2024-01-08,2022-01-05,2022-01-14,732.0,20240115,5,6089000.0,0.0,469000.0,469000.0
60026968,80118586,Premium Collection            ,IF,2024-01-10,2022-08-31,2022-09-09,494.0,20240115,5,50000000.0,0.0,5000000.0,5000000.0
60026968,80125509,Premium Collection            ,IF,2024-01-15,2022-11-18,2022-11-26,416.0,20240115,5,8002000.0,0.0,707000.0,707000.0
60027043,80060756,Flex Prem Premium Collection  ,IF,2024-01-11,2020-07-15,2020-07-21,1274.0,20240115,5,7599000.0,0.0,456000.0,456000.0
60027135,80061872,Flex Prem Premium Collection  ,IF,2024-01-10,2020-08-18,2020-08-21,1243.0,20240115,5,6850000.0,0.0,411000.0,411000.0
60027176,80060770,Flex Prem Premium Collection  ,IF,2024-01-12,2020-07-16,2020-07-30,1265.0,20240115,5,7127000.0,0.0,428000.0,428000.0
60027267,80068670,Flex Prem Premium Collection  ,IF,2024-01-09,2020-12-11,2020-12-21,1121.0,20240115,5,15543000.0,0.0,933000.0,933000.0
60027267,80068670,Single Premium Top-up         ,IF,2024-01-11,2020-12-11,2020-12-21,1121.0,20240115,5,457000.0,0.0,14000.0,14000.0
60027268,80061526,Flex Prem Premium Collection  ,IF,2024-01-09,2020-07-31,2020-08-08,1256.0,20240115,5,6435000.0,0.0,387000.0,387000.0
60027408,80019447,Flex Prem Premium Collection  ,IF,2024-01-12,2018-01-12,2018-01-26,2181.0,20240115,5,10192000.0,0.0,102000.0,102000.0
60027408,80019447,Single Premium Top-up         ,IF,2024-01-15,2018-01-12,2018-01-26,2181.0,20240115,5,1826000.0,0.0,18000.0,18000.0
60027411,80071742,Flex Prem Premium Collection  ,IF,2024-01-10,2021-01-05,2021-01-11,1100.0,20240115,5,20049000.0,0.0,1202000.0,1202000.0
60027530,80049609,Flex Prem Premium Collection  ,IF,2024-01-10,2019-09-12,2019-09-16,1583.0,20240115,5,500000.0,0.0,20000.0,20000.0
60027530,80054857,Flex Prem Premium Collection  ,IF,2024-01-10,2019-12-25,2020-01-01,1476.0,20240115,5,7380000.0,0.0,306000.0,306000.0
60027530,80069490,Flex Prem Premium Collection  ,IF,2024-01-02,2020-12-25,2020-12-30,1112.0,20240115,5,12898000.0,0.0,774000.0,774000.0
60027596,80061547,Flex Prem Premium Collection  ,IF,2024-01-08,2020-07-31,2020-08-08,1256.0,20240115,5,6116000.0,0.0,367000.0,367000.0
60027664,80071738,Flex Prem Premium Collection  ,IF,2024-01-08,2021-01-06,2021-01-12,1099.0,20240115,5,5669000.0,0.0,340000.0,340000.0
60027664,80071740,Flex Prem Premium Collection  ,IF,2024-01-08,2021-01-18,2021-01-24,1087.0,20240115,5,5219000.0,0.0,313000.0,313000.0
60027697,80071340,Flex Prem Premium Collection  ,IF,2024-01-05,2020-12-31,2021-01-10,1101.0,20240115,5,2000000.0,0.0,120000.0,120000.0
60027704,80072020,Flex Prem Premium Collection  ,IF,2024-01-14,2021-01-15,2021-01-20,1091.0,20240115,5,2000000.0,0.0,119000.0,119000.0
60027718,80097874,Premium Collection            ,IF,2024-01-02,2021-11-30,2021-12-05,772.0,20240115,5,5876000.0,0.0,422000.0,422000.0
60027788,80065578,Flex Prem Premium Collection  ,IF,2024-01-08,2020-10-29,2020-11-09,1163.0,20240115,5,19894000.0,0.0,1194000.0,1194000.0
60027788,80065583,Flex Prem Premium Collection  ,IF,2024-01-08,2020-10-28,2020-11-09,1163.0,20240115,5,32801000.0,0.0,1968000.0,1968000.0
60027788,80067620,Flex Prem Premium Collection  ,IF,2024-01-09,2020-11-27,2020-12-04,1138.0,20240115,5,35675000.0,0.0,2141000.0,2141000.0
60027788,80069335,Flex Prem Premium Collection  ,IF,2024-01-09,2020-12-24,2020-12-29,1113.0,20240115,5,15436000.0,0.0,927000.0,927000.0
60027788,80069337,Flex Prem Premium Collection  ,IF,2024-01-09,2020-12-24,2020-12-29,1113.0,20240115,5,19100000.0,0.0,1147000.0,1147000.0
60027839,80101503,Premium Collection            ,IF,2024-01-05,2022-01-19,2022-02-07,708.0,20240115,5,15200000.0,0.0,1177000.0,1177000.0
60027839,80101504,Premium Collection            ,IF,2024-01-05,2022-01-19,2022-02-07,708.0,20240115,5,15140000.0,0.0,1157000.0,1157000.0
60027908,80068347,Flex Prem Premium Collection  ,IF,2024-01-02,2020-11-30,2020-12-09,1133.0,20240115,5,11619000.0,0.0,697000.0,697000.0
60027908,80068347,Single Premium Top-up         ,IF,2024-01-03,2020-11-30,2020-12-09,1133.0,20240115,5,176000.0,0.0,5000.0,5000.0
60027989,80066120,Flex Prem Premium Collection  ,IF,2024-01-04,2020-10-30,2020-11-05,1167.0,20240115,5,2000000.0,0.0,120000.0,120000.0
60028063,80069194,Flex Prem Premium Collection  ,IF,2024-01-02,2020-12-23,2021-01-08,1103.0,20240115,5,5050000.0,0.0,304000.0,304000.0
60028068,80068131,Flex Prem Premium Collection  ,IF,2024-01-03,2020-11-30,2020-12-05,1137.0,20240115,5,16235000.0,0.0,972000.0,972000.0
60028068,80069975,Flex Prem Premium Collection  ,IF,2024-01-12,2020-12-28,2021-01-05,1106.0,20240115,5,14585000.0,0.0,875000.0,875000.0
60028150,80066773,Flex Prem Premium Collection  ,IF,2024-01-10,2020-11-19,2020-11-25,1147.0,20240115,5,20360000.0,0.0,1222000.0,1222000.0
60028266,80067004,Flex Prem Premium Collection  ,IF,2024-01-11,2020-11-19,2020-11-25,1147.0,20240115,5,1002000.0,0.0,61000.0,61000.0
60028292,80099075,Premium Collection            ,IF,2024-01-03,2021-12-13,2021-12-17,760.0,20240115,5,15672000.0,0.0,1214000.0,1214000.0
60028292,80125194,Premium Collection            ,IF,2024-01-09,2022-11-14,2022-11-18,424.0,20240115,5,9243000.0,0.0,872000.0,872000.0
60028292,80125200,Premium Collection            ,IF,2024-01-10,2022-11-15,2022-11-18,424.0,20240115,5,8011000.0,0.0,709000.0,709000.0
60028475,80080772,Premium Collection            ,IF,2024-01-03,2021-05-05,2021-05-10,981.0,20240115,5,7560000.0,0.0,589000.0,589000.0
60028477,80081262,Premium Collection            ,IF,2024-01-05,2021-05-18,2021-05-26,965.0,20240115,5,7532000.0,0.0,556000.0,556000.0
60028530,80052487,Flex Prem Premium Collection  ,IF,2024-01-11,2019-11-15,2019-12-14,1494.0,20240115,5,10074000.0,0.0,403000.0,403000.0
60028530,80052487,Single Premium Top-up         ,IF,2024-01-12,2019-11-15,2019-12-14,1494.0,20240115,5,3135000.0,0.0,63000.0,63000.0
60028650,80070676,Single Premium Top-up         ,IF,2024-01-02,2020-12-30,2021-01-07,1104.0,20240115,5,1000.0,0.0,0.0,0.0
60028657,80079104,Premium Collection            ,IF,2024-01-08,2021-04-26,2021-05-08,983.0,20240115,5,4018000.0,0.0,313000.0,313000.0
60028662,80081620,Premium Collection            ,IF,2024-01-11,2021-05-24,2021-05-28,963.0,20240115,5,3428000.0,0.0,246000.0,246000.0
60028706,80071730,Flex Prem Premium Collection  ,IF,2024-01-04,2021-01-05,2021-01-11,1100.0,20240115,5,124000.0,0.0,8000.0,8000.0
60028814,80102651,Premium Collection            ,IF,2024-01-12,2022-01-27,2022-02-11,704.0,20240115,5,13315000.0,0.0,963000.0,963000.0
60029212,80067510,Flex Prem Premium Collection  ,IF,2024-01-04,2020-11-26,2020-12-03,1139.0,20240115,5,8785000.0,0.0,528000.0,528000.0
60029218,80055616,Flex Prem Premium Collection  ,IF,2024-01-15,2020-01-16,2020-01-21,1456.0,20240115,5,10001000.0,0.0,400000.0,400000.0
60029275,80080438,Premium Collection            ,IF,2024-01-14,2021-04-29,2021-05-10,981.0,20240115,5,3060000.0,0.0,242000.0,242000.0
60029340,80068899,Flex Prem Premium Collection  ,IF,2024-01-11,2020-12-25,2020-12-31,1111.0,20240115,5,10026000.0,0.0,602000.0,602000.0
60029396,80068621,Flex Prem Premium Collection  ,IF,2024-01-10,2020-12-10,2020-12-14,1128.0,20240115,5,15153000.0,0.0,909000.0,909000.0
60029396,80068621,Single Premium Top-up         ,IF,2024-01-11,2020-12-10,2020-12-14,1128.0,20240115,5,847000.0,0.0,25000.0,25000.0
60029413,80086553,Premium Collection            ,IF,2024-01-03,2021-07-12,2021-07-19,911.0,20240115,5,8081000.0,0.0,569000.0,569000.0
60029425,80100160,Premium Collection            ,IF,2024-01-04,2021-12-27,2022-01-10,736.0,20240115,5,15000000.0,0.0,1140000.0,1140000.0
60029622,80070021,Flex Prem Premium Collection  ,IF,2024-01-15,2020-12-29,2021-01-06,1105.0,20240115,5,123000.0,0.0,8000.0,8000.0
60029658,80101604,Premium Collection            ,IF,2024-01-15,2022-01-06,2022-02-17,698.0,20240115,5,12778000.0,0.0,949000.0,949000.0
60029719,80069355,Flex Prem Premium Collection  ,IF,2024-01-15,2020-12-24,2020-12-28,1114.0,20240115,5,11440000.0,0.0,686000.0,686000.0
60029731,80071855,Flex Prem Premium Collection  ,IF,2024-01-15,2021-01-14,2021-01-21,1090.0,20240115,5,6303000.0,0.0,378000.0,378000.0
60029866,80071394,Flex Prem Premium Collection  ,IF,2024-01-02,2020-12-31,2021-01-07,1104.0,20240115,5,4473000.0,0.0,268000.0,268000.0
60029911,80071420,Flex Prem Premium Collection  ,IF,2024-01-03,2020-12-31,2021-01-10,1101.0,20240115,5,13000000.0,0.0,781000.0,781000.0
60029911,80095814,Premium Collection            ,IF,2024-01-08,2021-11-10,2021-11-15,792.0,20240115,5,6028000.0,0.0,482000.0,482000.0
60029938,80071878,Flex Prem Premium Collection  ,IF,2024-01-09,2021-01-11,2021-01-14,1097.0,20240115,5,11335000.0,0.0,680000.0,680000.0
60029938,80071896,Flex Prem Premium Collection  ,IF,2024-01-09,2021-01-11,2021-01-14,1097.0,20240115,5,11569000.0,0.0,694000.0,694000.0
60029983,80065138,Flex Prem Premium Collection  ,IF,2024-01-08,2020-10-21,2020-10-29,1174.0,20240115,5,3004000.0,0.0,182000.0,182000.0
60029983,80070441,Flex Prem Premium Collection  ,IF,2024-01-15,2020-12-30,2021-01-07,1104.0,20240115,5,6281000.0,0.0,378000.0,378000.0
60030034,80065875,Flex Prem Premium Collection  ,IF,2024-01-02,2020-10-30,2020-11-10,1162.0,20240115,5,1500000.0,0.0,90000.0,90000.0
60030060,80068547,Flex Prem Premium Collection  ,IF,2024-01-04,2020-12-09,2020-12-16,1126.0,20240115,5,1700000.0,0.0,102000.0,102000.0
60030097,80081362,Premium Collection            ,IF,2024-01-02,2021-05-24,2021-05-27,964.0,20240115,5,8004000.0,0.0,605000.0,605000.0
60030097,80101526,Premium Collection            ,IF,2024-01-03,2022-01-05,2022-01-10,736.0,20240115,5,15180000.0,0.0,1117000.0,1117000.0
60030236,80069840,Flex Prem Premium Collection  ,IF,2024-01-02,2020-12-28,2021-01-08,1103.0,20240115,5,12012000.0,0.0,721000.0,721000.0
60030236,80069840,Flex Prem Premium Collection  ,IF,2024-01-04,2020-12-28,2021-01-08,1103.0,20240115,5,103000.0,0.0,6000.0,6000.0
60030293,80066562,Flex Prem Premium Collection  ,IF,2024-01-09,2020-11-20,2020-12-01,1141.0,20240115,5,3003000.0,0.0,180000.0,180000.0
60030293,80066564,Flex Prem Premium Collection  ,IF,2024-01-09,2020-11-13,2020-11-23,1149.0,20240115,5,3000000.0,0.0,179000.0,179000.0
60030293,80068731,Flex Prem Premium Collection  ,IF,2024-01-11,2020-12-14,2020-12-17,1125.0,20240115,5,3220000.0,0.0,193000.0,193000.0
60030326,80055738,Flex Prem Premium Collection  ,IF,2024-01-14,2020-01-15,2020-01-18,1459.0,20240115,5,13953000.0,0.0,559000.0,559000.0
60030326,80055738,Single Premium Top-up         ,IF,2024-01-15,2020-01-15,2020-01-18,1459.0,20240115,5,1341000.0,0.0,27000.0,27000.0
60030326,80055824,Flex Prem Premium Collection  ,IF,2024-01-15,2020-01-16,2020-01-20,1457.0,20240115,5,14094000.0,0.0,567000.0,567000.0
60030374,80066671,Flex Prem Premium Collection  ,IF,2024-01-04,2020-11-16,2020-11-23,1149.0,20240115,5,6705000.0,0.0,402000.0,402000.0
60030459,80071621,Flex Prem Premium Collection  ,IF,2024-01-04,2020-12-31,2021-01-11,1100.0,20240115,5,16855000.0,0.0,1011000.0,1011000.0
60030626,80066748,Flex Prem Premium Collection  ,IF,2024-01-05,2020-11-13,2020-11-21,1151.0,20240115,5,6001000.0,0.0,360000.0,360000.0
60030626,80069151,Flex Prem Premium Collection  ,IF,2024-01-05,2020-12-22,2020-12-30,1112.0,20240115,5,11303000.0,0.0,679000.0,679000.0
60030626,80080931,Premium Collection            ,IF,2024-01-05,2021-05-07,2021-05-14,977.0,20240115,5,5999000.0,0.0,480000.0,480000.0
60030626,80102303,Premium Collection            ,IF,2024-01-15,2022-01-25,2022-02-14,701.0,20240115,5,6001000.0,0.0,435000.0,435000.0
60030650,80070068,Flex Prem Premium Collection  ,IF,2024-01-04,2020-12-28,2020-12-31,1111.0,20240115,5,6007000.0,0.0,360000.0,360000.0
60030650,80098576,Premium Collection            ,IF,2024-01-12,2021-12-10,2021-12-17,760.0,20240115,5,12144000.0,0.0,891000.0,891000.0
60030661,80066869,Flex Prem Premium Collection  ,IF,2024-01-15,2020-11-17,2020-11-24,1148.0,20240115,5,7755000.0,0.0,466000.0,466000.0
60030791,80083422,Premium Collection            ,IF,2024-01-09,2021-06-09,2021-06-14,946.0,20240115,5,7766000.0,0.0,507000.0,507000.0
60030988,80069552,Flex Prem Premium Collection  ,IF,2024-01-12,2020-12-29,2021-01-09,1102.0,20240115,5,16644000.0,0.0,998000.0,998000.0
60030995,80069306,Flex Prem Premium Collection  ,IF,2024-01-06,2020-12-24,2020-12-28,1114.0,20240115,5,17779000.0,0.0,1068000.0,1068000.0
60031064,80071724,Flex Prem Premium Collection  ,IF,2024-01-08,2021-01-06,2021-01-09,1102.0,20240115,5,15690000.0,0.0,942000.0,942000.0
60031064,80071725,Flex Prem Premium Collection  ,IF,2024-01-08,2021-01-05,2021-01-09,1102.0,20240115,5,15558000.0,0.0,934000.0,934000.0
60031110,80079061,Premium Collection            ,IF,2024-01-15,2021-04-22,2021-05-03,988.0,20240115,5,3086000.0,0.0,230000.0,230000.0
60031110,80096017,Premium Collection            ,IF,2024-01-15,2021-11-16,2021-11-24,783.0,20240115,5,15322000.0,0.0,1166000.0,1166000.0
60031179,80068672,Flex Prem Premium Collection  ,IF,2024-01-04,2020-12-14,2020-12-22,1120.0,20240115,5,5000000.0,0.0,299000.0,299000.0
60031212,80080895,Premium Collection            ,IF,2024-01-04,2021-05-06,2021-05-13,978.0,20240115,5,8001000.0,0.0,563000.0,563000.0
60031279,80067523,Flex Prem Premium Collection  ,IF,2024-01-12,2020-11-27,2020-12-05,1137.0,20240115,5,15180000.0,0.0,910000.0,910000.0
60031323,80071775,Flex Prem Premium Collection  ,IF,2024-01-06,2021-01-07,2021-01-12,1099.0,20240115,5,8896000.0,0.0,533000.0,533000.0
60031386,80066841,Flex Prem Premium Collection  ,IF,2024-01-08,2020-11-17,2020-11-27,1145.0,20240115,5,6320000.0,0.0,379000.0,379000.0
60031419,80071630,Flex Prem Premium Collection  ,IF,2024-01-08,2020-12-31,2021-01-10,1101.0,20240115,5,9806000.0,0.0,588000.0,588000.0
60031422,80071001,Flex Prem Premium Collection  ,IF,2024-01-11,2020-12-31,2021-01-10,1101.0,20240115,5,20072000.0,0.0,1204000.0,1204000.0
60031422,80071015,Flex Prem Premium Collection  ,IF,2024-01-11,2020-12-31,2021-01-11,1100.0,20240115,5,19439000.0,0.0,1168000.0,1168000.0
60031442,80070113,Flex Prem Premium Collection  ,IF,2024-01-10,2020-12-28,2021-01-04,1107.0,20240115,5,8000000.0,0.0,479000.0,479000.0
60031451,80069058,Single Premium Top-up         ,IF,2024-01-08,2020-12-21,2020-12-28,1114.0,20240115,5,184000.0,0.0,6000.0,6000.0
60031457,80067697,Flex Prem Premium Collection  ,IF,2024-01-05,2020-11-27,2020-12-05,1137.0,20240115,5,12001000.0,0.0,719000.0,719000.0
60031476,80071496,Single Premium Top-up         ,IF,2024-01-02,2020-12-31,2021-01-10,1101.0,20240115,5,16000.0,0.0,0.0,0.0
60031502,80071259,Flex Prem Premium Collection  ,IF,2024-01-08,2020-12-31,2021-01-12,1099.0,20240115,5,7994000.0,0.0,479000.0,479000.0
60031502,80095596,Premium Collection            ,IF,2024-01-09,2021-11-02,2021-11-22,785.0,20240115,5,21079000.0,0.0,1435000.0,1435000.0
60031502,80125878,Premium Collection            ,IF,2024-01-15,2022-11-22,2022-11-28,414.0,20240115,5,15605000.0,0.0,1551000.0,1551000.0
60031524,80072017,Flex Prem Premium Collection  ,IF,2024-01-15,2021-01-14,2021-01-20,1091.0,20240115,5,6005000.0,0.0,361000.0,361000.0
60031524,80074064,Premium Collection            ,IF,2024-01-15,2021-02-26,2021-03-04,1048.0,20240115,5,3760000.0,0.0,301000.0,301000.0
60031538,80067841,Flex Prem Premium Collection  ,IF,2024-01-12,2020-11-28,2020-12-09,1133.0,20240115,5,10065000.0,0.0,604000.0,604000.0
60031544,80068178,Flex Prem Premium Collection  ,IF,2024-01-15,2020-11-30,2020-12-04,1138.0,20240115,5,5362000.0,0.0,322000.0,322000.0
60031631,80131599,Premium Collection            ,IF,2024-01-15,2023-01-10,2023-01-18,363.0,20240115,5,15040000.0,0.0,1487000.0,1487000.0
60031639,80066585,Flex Prem Premium Collection  ,IF,2024-01-09,2020-11-10,2020-11-14,1158.0,20240115,5,1000000.0,0.0,59000.0,59000.0
60031676,80071905,Flex Prem Premium Collection  ,IF,2024-01-12,2021-01-13,2021-01-19,1092.0,20240115,5,11349000.0,0.0,681000.0,681000.0
60031681,80066866,Flex Prem Premium Collection  ,IF,2024-01-08,2020-11-17,2020-12-06,1136.0,20240115,5,5801000.0,0.0,346000.0,346000.0
60031681,80098783,Full Contract Reversal        ,IF,2024-01-02,2021-12-10,2021-12-25,752.0,20240115,5,-10301000.0,0.0,-759000.0,-759000.0
60031681,80098783,Premium Collection            ,IF,2024-01-02,2021-12-10,2021-12-25,752.0,20240115,5,10301000.0,0.0,759000.0,759000.0
60031696,80083456,Premium Collection            ,IF,2024-01-10,2021-06-11,2021-06-16,944.0,20240115,5,5215000.0,0.0,382000.0,382000.0
60031799,80018309,Flex Prem Premium Collection  ,IF,2024-01-02,2017-12-18,2017-12-22,2216.0,20240115,5,9090000.0,0.0,92000.0,92000.0
60031799,80018309,Full Contract Reversal        ,IF,2024-01-02,2017-12-18,2017-12-22,2216.0,20240115,5,-241000.0,0.0,-2000.0,-2000.0
60031799,80018309,Single Premium Top-up         ,IF,2024-01-02,2017-12-18,2017-12-22,2216.0,20240115,5,241000.0,0.0,2000.0,2000.0
60031799,80066731,Flex Prem Premium Collection  ,IF,2024-01-10,2020-11-17,2020-11-23,1149.0,20240115,5,6503000.0,0.0,389000.0,389000.0
