,AGENT NO,PY2,RYC,%Bonus,Bonus RYC
1478,60051627,0.2127,2027000.0,0.0,0.0
1479,60051634,0.0,,0.0,
1480,60051640,1.0,1493000.0,0.5,746500.0
1481,60051659,0.0,,0.0,
1482,60051661,0.0,,0.0,
1483,60051722,0.0723,,0.0,
1484,60051731,0.9981,,0.5,
1485,60051773,0.0,,0.0,
1486,60051785,0.0,,0.0,
1487,60051800,1.0,1799000.0,0.5,899500.0
1488,60051841,0.0,,0.0,
1489,60051843,0.2536,1117000.0,0.0,0.0
1490,60051845,0.0,,0.0,
1491,60051846,0.0,,0.0,
1492,60051861,0.0,,0.0,
1493,60051865,0.0,,0.0,
1494,60051867,0.0,,0.0,
1495,60051868,0.0,,0.0,
1496,60051895,0.0,,0.0,
1497,60051901,0.7102,2757000.0,0.3,827100.0
1498,60051922,1.0,,0.5,
1499,60051934,0.0,,0.0,
1500,60051935,0.0,,0.0,
1501,60051937,0.0,,0.0,
1502,60051979,0.8279,,0.35,
1503,60051996,0.0,,0.0,
1504,60052022,0.0,,0.0,
1505,60052036,1.0,302000.0,0.5,151000.0
1506,60052037,1.0,,0.5,
1507,60052046,1.0,,0.5,
1508,60052053,0.0,,0.0,
1509,60052056,0.0,,0.0,
1510,60052059,0.0,,0.0,
1511,60052090,0.0,400000.0,0.0,0.0
1512,60052091,0.0,,0.0,
1513,60052092,0.0,,0.0,
1514,60052100,1.0,909000.0,0.5,454500.0
1515,60052167,0.0,,0.0,
1516,60052191,1.0,,0.5,
1517,60052198,0.0,,0.0,
1518,60052202,0.6238,,0.0,
1519,60052215,0.0,,0.0,
1520,60052247,0.2935,,0.0,
1521,60052290,0.0,,0.0,
1522,60052297,0.0,,0.0,
1523,60052315,1.0,1964000.0,0.5,982000.0
1524,60052318,0.1721,368000.0,0.0,0.0
1525,60052330,0.3106,2154000.0,0.0,0.0
1526,60052352,1.0,482000.0,0.5,241000.0
1527,60052373,0.0,,0.0,
1528,60052374,0.0,,0.0,
1529,60052377,0.414,,0.0,
1530,60052382,1.0,3389000.0,0.5,1694500.0
1531,60052394,0.0,,0.0,
1532,60052412,0.0,,0.0,
1533,60052418,1.0,,0.5,
1534,60052428,0.0,,0.0,
1535,60052430,0.0,,0.0,
1536,60052431,0.0,,0.0,
1537,60052432,0.0,,0.0,
1538,60052436,0.0,,0.0,
1539,60052438,0.0,,0.0,
1540,60052444,1.0,,0.5,
1541,60052445,1.0,,0.5,
1542,60052446,1.0,484000.0,0.5,242000.0
1543,60052456,0.0,,0.0,
1544,60052457,0.6629,,0.0,
1545,60052459,0.0,,0.0,
1546,60052482,1.0,,0.5,
1547,60052484,0.0,,0.0,
1548,60052492,0.0,,0.0,
1549,60052531,1.0,,0.5,
1550,60052548,0.4679,,0.0,
1551,60052552,0.0,,0.0,
1552,60052558,0.0,,0.0,
1553,60052561,1.0,,0.5,
1554,60052564,0.0,,0.0,
1555,60052565,0.0,,0.0,
1556,60052583,0.0,,0.0,
1557,60052586,0.0,,0.0,
1558,60052587,0.0,,0.0,
1559,60052601,1.0,1660000.0,0.5,830000.0
1560,60052611,0.0,,0.0,
1561,60052646,0.3136,,0.0,
1562,60052648,1.0,,0.5,
1563,60052655,1.0,,0.5,
1564,60052663,0.0,,0.0,
1565,60052694,0.0,,0.0,
1566,60052711,0.0,1806000.0,0.0,0.0
1567,60052724,1.0,948000.0,0.5,474000.0
1568,60052729,0.1464,333000.0,0.0,0.0
1569,60052736,0.0,,0.0,
1570,60052747,0.4871,,0.0,
1571,60052761,0.0,,0.0,
1572,60052767,1.0,,0.5,
1573,60052769,0.1246,,0.0,
1574,60052789,0.222,,0.0,
1575,60052817,0.0,,0.0,
1576,60052856,0.0,,0.0,
1577,60052894,0.0,,0.0,
1578,60052913,0.6778,,0.0,
1579,60052915,1.0,,0.5,
1580,60052930,0.0,,0.0,
1581,60052931,0.0,,0.0,
1582,60052950,1.0,,0.5,
1583,60052952,0.8737,,0.35,
1584,60052957,1.0,,0.5,
1585,60052985,0.0,,0.0,
1586,60052986,0.1944,,0.0,
1587,60052991,0.0,,0.0,
1588,60052994,1.0,,0.5,
1589,60052995,1.0,1416000.0,0.5,708000.0
1590,60053004,1.0,,0.5,
1591,60053032,0.6117,2961000.0,0.0,0.0
1592,60053035,1.0,,0.5,
1593,60053037,1.0,,0.5,
1594,60053045,0.6262,4166000.0,0.0,0.0
1595,60053046,1.0,,0.5,
1596,60053047,0.4605,,0.0,
1597,60053053,0.0,,0.0,
1598,60053069,0.0,,0.0,
1599,60053085,1.0,,0.5,
1600,60053088,0.0,,0.0,
1601,60053105,0.0,,0.0,
1602,60053119,0.666,583000.0,0.0,0.0
1603,60053126,1.0,1585000.0,0.5,792500.0
1604,60053140,0.0,,0.0,
1605,60053173,0.0,899000.0,0.0,0.0
1606,60053184,0.0,,0.0,
1607,60053193,0.8622,1882000.0,0.35,658700.0
1608,60053198,0.7067,,0.3,
1609,60053252,0.0,,0.0,
1610,60053258,0.0,,0.0,
1611,60053263,1.0,,0.5,
1612,60053266,1.0,,0.5,
1613,60053268,0.0,,0.0,
1614,60053272,0.0,,0.0,
1615,60053276,1.0,,0.5,
1616,60053278,0.0,914000.0,0.0,0.0
1617,60053283,0.1261,581000.0,0.0,0.0
1618,60053284,0.0,,0.0,
1619,60053291,0.6748,,0.0,
1620,60053293,0.0,,0.0,
1621,60053297,0.0,,0.0,
1622,60053308,0.0,,0.0,
1623,60053378,0.0,,0.0,
1624,60053394,0.0,,0.0,
1625,60053406,0.0,,0.0,
1626,60053417,0.0,,0.0,
1627,60053430,0.0,,0.0,
1628,60053449,1.0,,0.5,
1629,60053454,0.2331,,0.0,
1630,60053458,0.6686,1983000.0,0.0,0.0
1631,60053462,0.0,,0.0,
1632,60053464,0.0,,0.0,
1633,60053465,0.0,,0.0,
1634,60053475,0.0,,0.0,
1635,60053507,0.0,,0.0,
1636,60053525,1.0,,0.5,
1637,60053536,0.0,,0.0,
1638,60053605,1.0,,0.5,
1639,60053606,0.0,,0.0,
1640,60053610,0.0,,0.0,
1641,60053611,0.7375,1137000.0,0.3,341100.0
1642,60053630,0.1419,,0.0,
1643,60053652,0.0,,0.0,
1644,60053756,0.2708,,0.0,
1645,60053759,0.0,,0.0,
1646,60053761,0.3136,,0.0,
1647,60053778,0.0,,0.0,
1648,60053779,0.0,,0.0,
1649,60053783,1.0,,0.5,
1650,60053788,1.0,,0.5,
1651,60053789,0.0,918000.0,0.0,0.0
1652,60053796,0.0,,0.0,
1653,60053853,0.0,,0.0,
1654,60053891,0.0,,0.0,
1655,60053893,1.0,,0.5,
1656,60053895,0.0,,0.0,
1657,60053942,0.0,,0.0,
1658,60053953,0.0,,0.0,
1659,60053961,0.0,,0.0,
1660,60053972,0.2061,1982000.0,0.0,0.0
1661,60053976,0.4444,,0.0,
1662,60053981,0.0,,0.0,
1663,60053982,0.0,,0.0,
1664,60053984,0.0,,0.0,
1665,60053985,0.9439,,0.5,
1666,60053986,0.0,,0.0,
1667,60053998,0.3895,,0.0,
1668,60054012,1.0,,0.5,
1669,60054016,1.0,,0.5,
1670,60054039,1.0,,0.5,
1671,60054051,0.0,,0.0,
1672,60054060,1.0,,0.5,
1673,60054069,1.0,,0.5,
1674,60054079,1.0,,0.5,
1675,60054082,0.0,,0.0,
1676,60054094,0.0,,0.0,
1677,60054103,0.0,,0.0,
1678,60054104,0.0,,0.0,
1679,60054126,0.0,,0.0,
1680,60054127,0.0,,0.0,
1681,60054134,0.0,,0.0,
1682,60054152,0.5023,,0.0,
1683,60054171,0.9981,828000.0,0.5,414000.0
1684,60054178,1.0,,0.5,
1685,60054186,0.0,,0.0,
1686,60054187,0.0,,0.0,
1687,60054197,0.0,,0.0,
1688,60054216,0.0,,0.0,
1689,60054217,1.0,,0.5,
1690,60054219,0.0,,0.0,
1691,60054236,0.0,,0.0,
1692,60054245,0.0,,0.0,
1693,60054251,1.0,,0.5,
1694,60054266,0.0,,0.0,
1695,60054276,0.0184,7172000.0,0.0,0.0
1696,60054280,0.5019,,0.0,
1697,60054292,0.0,,0.0,
1698,60054293,0.0,,0.0,
1699,60054294,0.031,,0.0,
1700,60054301,1.0,,0.5,
1701,60054306,0.0,,0.0,
1702,60054310,0.0,,0.0,
1703,60054330,0.4536,,0.0,
1704,60054336,1.0,563000.0,0.5,281500.0
1705,60054349,0.0,,0.0,
1706,60054359,0.0,,0.0,
1707,60054379,0.4189,,0.0,
1708,60054381,1.0,,0.5,
1709,60054382,1.0,,0.5,
1710,60054387,0.0,,0.0,
1711,60054410,0.4584,0.0,0.0,0.0
1712,60054414,0.0,,0.0,
1713,60054416,0.0,,0.0,
1714,60054440,1.0,,0.5,
1715,60054446,1.0,,0.5,
1716,60054451,0.0,,0.0,
1717,60054452,0.0,,0.0,
1718,60054468,1.0,449000.0,0.5,224500.0
1719,60054471,0.0,,0.0,
1720,60054472,0.1777,,0.0,
1721,60054473,0.0,,0.0,
1722,60054476,0.3124,,0.0,
1723,60054478,0.0,,0.0,
1724,60054480,0.0,,0.0,
1725,60054488,0.0,,0.0,
1726,60054497,0.4419,,0.0,
1727,60054502,0.0,,0.0,
1728,60054504,0.0,,0.0,
1729,60054506,0.0,,0.0,
1730,60054512,1.0,,0.5,
1731,60054530,0.0,,0.0,
1732,60054532,0.0,,0.0,
1733,60054544,0.0422,,0.0,
1734,60054545,0.4978,,0.0,
1735,60054549,0.6996,2832000.0,0.0,0.0
1736,60054562,0.0,,0.0,
1737,60054563,1.0,,0.5,
1738,60054571,0.0,,0.0,
1739,60054579,0.0938,1533000.0,0.0,0.0
1740,60054604,0.175,1163000.0,0.0,0.0
1741,60054610,0.0,,0.0,
1742,60054611,0.7542,,0.3,
1743,60054613,0.0,,0.0,
1744,60054614,0.0,,0.0,
1745,60054635,0.6847,,0.0,
1746,60054648,1.0,,0.5,
1747,60054661,0.5042,542000.0,0.0,0.0
1748,60054669,0.0,,0.0,
1749,60054677,0.0,,0.0,
1750,60054680,1.0,,0.5,
1751,60054687,1.0,481000.0,0.5,240500.0
1752,60054695,0.5097,,0.0,
1753,60054696,1.0,230000.0,0.5,115000.0
1754,60054697,0.0,,0.0,
1755,60054704,1.0,,0.5,
1756,60054708,0.0,,0.0,
1757,60054751,0.2415,,0.0,
1758,60054752,0.0,,0.0,
1759,60054757,1.0,,0.5,
1760,60054758,1.0,,0.5,
1761,60054759,0.0,,0.0,
1762,60054770,0.0,,0.0,
1763,60054771,0.0,,0.0,
1764,60054772,0.0,,0.0,
1765,60054773,0.0,,0.0,
1766,60054774,0.0,,0.0,
1767,60054777,0.3857,,0.0,
1768,60054782,0.4439,,0.0,
1769,60054810,0.0,,0.0,
1770,60054834,0.0,,0.0,
1771,60054839,0.0,,0.0,
1772,60054869,1.0,,0.5,
1773,60054870,0.0,,0.0,
1774,60054879,0.0,,0.0,
1775,60054884,0.0,,0.0,
1776,60054885,0.0,,0.0,
1777,60054889,0.0,,0.0,
1778,60054891,0.0,,0.0,
1779,60054892,0.0,,0.0,
1780,60054899,0.0,,0.0,
1781,60054902,0.0,,0.0,
1782,60054908,0.0,,0.0,
1783,60054909,0.0,,0.0,
1784,60054925,0.0,,0.0,
1785,60054927,0.0,,0.0,
1786,60054948,0.0,,0.0,
1787,60054950,1.0,,0.5,
1788,60054960,0.0,,0.0,
1789,60054971,0.0,,0.0,
1790,60054977,0.0,,0.0,
1791,60054978,1.0,,0.5,
1792,60054979,1.0,,0.5,
1793,60054985,0.0,,0.0,
1794,60054991,1.0,1137000.0,0.5,568500.0
1795,60054993,0.7889,,0.3,
1796,60055010,1.0,1564000.0,0.5,782000.0
1797,60055031,1.0,,0.5,
1798,60055053,0.0,,0.0,
1799,60055055,0.0,,0.0,
1800,60055056,0.0,,0.0,
1801,60055057,0.0,,0.0,
1802,60055088,0.0,,0.0,
1803,60055093,0.0,,0.0,
1804,60055094,0.0,,0.0,
1805,60055095,0.4308,,0.0,
1806,60055098,0.0,,0.0,
1807,60055102,0.0,,0.0,
1808,60055106,1.0,,0.5,
1809,60055108,1.0,,0.5,
1810,60055109,0.0,,0.0,
1811,60055117,0.2791,,0.0,
1812,60055133,0.0,,0.0,
1813,60055137,0.1047,484000.0,0.0,0.0
1814,60055139,0.1627,,0.0,
1815,60055155,0.0,,0.0,
1816,60055163,0.0,,0.0,
1817,60055192,0.0,,0.0,
1818,60055194,0.0938,,0.0,
1819,60055211,0.2632,,0.0,
1820,60055219,0.0,,0.0,
1821,60055222,0.0,,0.0,
1822,60055229,0.0,,0.0,
1823,60055231,0.0,,0.0,
1824,60055248,0.0,,0.0,
1825,60055259,0.0,,0.0,
1826,60055261,1.0,2525000.0,0.5,1262500.0
1827,60055273,1.0,,0.5,
1828,60055281,0.0,,0.0,
1829,60055286,1.0,,0.5,
1830,60055303,0.0,,0.0,
1831,60055306,0.0,,0.0,
1832,60055307,0.0,,0.0,
1833,60055308,0.0,,0.0,
1834,60055323,0.7371,1357000.0,0.3,407100.0
1835,60055325,1.0,1750000.0,0.5,875000.0
1836,60055345,0.7789,,0.3,
1837,60055346,0.0,,0.0,
1838,60055379,0.0,,0.0,
1839,60055382,1.0,930000.0,0.5,465000.0
1840,60055383,0.0,,0.0,
1841,60055388,0.5941,,0.0,
1842,60055389,0.0,,0.0,
1843,60055392,0.0,,0.0,
1844,60055401,0.504,,0.0,
1845,60055403,0.4176,,0.0,
1846,60055404,0.8164,,0.35,
1847,60055406,1.0,,0.5,
1848,60055413,0.0,,0.0,
1849,60055414,0.0,,0.0,
1850,60055416,0.498,,0.0,
1851,60055422,0.0,,0.0,
1852,60055430,0.0,,0.0,
1853,60055448,1.0,,0.5,
1854,60055453,0.1257,,0.0,
1855,60055454,0.0,,0.0,
1856,60055459,0.0,,0.0,
1857,60055462,1.0,,0.5,
1858,60055463,0.4274,2073000.0,0.0,0.0
1859,60055466,0.404,,0.0,
1860,60055469,0.0,,0.0,
1861,60055491,0.0,,0.0,
1862,60055495,0.0107,,0.0,
1863,60055496,0.0,,0.0,
1864,60055497,0.0667,,0.0,
1865,60055498,0.0,,0.0,
1866,60055517,0.0,,0.0,
1867,60055519,0.0,,0.0,
1868,60055528,0.0,,0.0,
1869,60055530,0.0,,0.0,
1870,60055534,0.0,,0.0,
1871,60055537,0.0,,0.0,
1872,60055538,0.0,,0.0,
1873,60055540,0.0,,0.0,
1874,60055541,0.0,,0.0,
1875,60055542,0.0,,0.0,
1876,60055543,0.0,,0.0,
1877,60055558,0.0,,0.0,
1878,60055569,1.0,,0.5,
1879,60055577,0.0,,0.0,
1880,60055607,0.0,,0.0,
1881,60055608,0.0,,0.0,
1882,60055610,0.0,,0.0,
1883,60055611,0.0,,0.0,
1884,60055613,0.0,,0.0,
1885,60055614,0.055,,0.0,
1886,60055615,0.0,,0.0,
1887,60055616,0.5003,,0.0,
1888,60055617,1.0,,0.5,
1889,60055620,0.0,,0.0,
1890,60055621,0.0,,0.0,
1891,60055622,0.0,,0.0,
1892,60055623,0.0,,0.0,
1893,60055624,0.0,,0.0,
1894,60055629,0.0,,0.0,
1895,60055630,0.0,,0.0,
1896,60055632,0.0,,0.0,
1897,60055636,1.0,1002000.0,0.5,501000.0
1898,60055637,0.7256,,0.3,
1899,60055639,1.0,,0.5,
1900,60055648,0.4941,1830000.0,0.0,0.0
1901,60055651,0.0,,0.0,
1902,60055663,1.0,,0.5,
1903,60055664,0.0,,0.0,
1904,60055667,0.0788,477000.0,0.0,0.0
1905,60055668,0.0,,0.0,
1906,60055669,0.0,,0.0,
1907,60055673,0.67,,0.0,
1908,60055674,0.0,,0.0,
1909,60055698,0.034,,0.0,
1910,60055701,1.0,,0.5,
1911,60055710,1.0,,0.5,
1912,60055714,0.2305,,0.0,
1913,60055723,1.0,,0.5,
1914,60055728,0.0,,0.0,
1915,60055731,0.0,,0.0,
1916,60055744,0.0,,0.0,
1917,60055754,0.0,,0.0,
1918,60055769,0.0,,0.0,
1919,60055770,0.0,,0.0,
1920,60055781,0.6738,,0.0,
1921,60055787,0.0,,0.0,
1922,60055789,0.0,,0.0,
1923,60055791,0.0,,0.0,
1924,60055793,0.0,,0.0,
1925,60055798,0.0,,0.0,
1926,60055799,0.3899,,0.0,
1927,60055801,0.0,,0.0,
1928,60055803,0.3022,,0.0,
1929,60055804,0.3604,,0.0,
1930,60055810,0.4201,2174000.0,0.0,0.0
1931,60055816,0.7616,1137000.0,0.3,341100.0
1932,60055817,0.0,,0.0,
1933,60055818,0.0,,0.0,
1934,60055819,0.0,,0.0,
1935,60055822,0.0,,0.0,
1936,60055827,1.0,,0.5,
1937,60055828,1.0,,0.5,
1938,60055833,0.0,,0.0,
1939,60055834,0.0,,0.0,
1940,60055837,1.0,,0.5,
1941,60055853,0.0,,0.0,
1942,60055859,1.0,,0.5,
1943,60055884,0.0,,0.0,
1944,60055885,1.0,,0.5,
1945,60055886,0.0,,0.0,
1946,60055891,0.0,,0.0,
1947,60055892,0.0,,0.0,
1948,60055893,0.0,,0.0,
1949,60055894,0.0,,0.0,
1950,60055895,0.0,,0.0,
1951,60055897,0.0,,0.0,
1952,60055914,0.0,,0.0,
1953,60055915,0.0,,0.0,
1954,60055917,0.0,,0.0,
1955,60055918,0.2631,,0.0,
1956,60055919,0.0,,0.0,
1957,60055929,0.0257,,0.0,
1958,60055930,0.0,,0.0,
1959,60055932,0.0548,,0.0,
1960,60055933,0.0525,,0.0,
1961,60055934,0.1405,,0.0,
1962,60055935,0.0,,0.0,
1963,60055936,0.0,,0.0,
1964,60055939,0.0668,,0.0,
1965,60055940,0.0571,,0.0,
1966,60055946,0.0,,0.0,
1967,60055954,0.0,,0.0,
1968,60055955,1.0,648000.0,0.5,324000.0
1969,60055956,0.0,,0.0,
1970,60055958,1.0,,0.5,
1971,60055973,0.0,,0.0,
1972,60055974,0.0,,0.0,
1973,60055976,0.0,,0.0,
1974,60055977,0.0,,0.0,
1975,60055983,1.0,,0.5,
1976,60055985,0.0,,0.0,
1977,60055993,0.0,,0.0,
1978,60056006,0.7661,612000.0,0.3,183600.0
1979,60056014,1.0,,0.5,
1980,60056016,0.0,,0.0,
1981,60056017,1.0,,0.5,
1982,60056019,1.0,588000.0,0.5,294000.0
1983,60056020,1.0,8186000.0,0.5,4093000.0
1984,60056024,0.0,,0.0,
1985,60056026,0.0,,0.0,
1986,60056030,0.0,,0.0,
1987,60056033,1.0,,0.5,
1988,60056052,1.0,941000.0,0.5,470500.0
1989,60056055,0.0,,0.0,
1990,60056068,0.8494,,0.35,
1991,60056078,0.0,,0.0,
1992,60056081,0.0,,0.0,
1993,60056083,0.1917,,0.0,
1994,60056091,0.2762,,0.0,
1995,60056093,1.0,,0.5,
1996,60056095,0.0,2172000.0,0.0,0.0
1997,60056101,1.0,,0.5,
1998,60056104,0.0,,0.0,
1999,60056108,0.5127,,0.0,
2000,60056117,0.0,,0.0,
2001,60056128,1.0,,0.5,
2002,60056131,0.0,,0.0,
2003,60056132,0.0,,0.0,
2004,60056136,0.0,,0.0,
2005,60056140,0.0,,0.0,
2006,60056141,0.0,,0.0,
2007,60056142,0.0,,0.0,
2008,60056148,0.0856,,0.0,
2009,60056149,0.0,,0.0,
2010,60056152,1.0,,0.5,
2011,60056154,0.5573,,0.0,
2012,60056155,0.0,,0.0,
2013,60056156,0.7879,,0.3,
2014,60056176,0.2363,2598000.0,0.0,0.0
2015,60056184,0.0,,0.0,
2016,60056187,0.0,,0.0,
2017,60056188,0.7434,,0.3,
2018,60056192,0.415,,0.0,
2019,60056196,0.3189,,0.0,
2020,60056210,0.9624,,0.5,
2021,60056217,1.0,,0.5,
2022,60056219,0.0,,0.0,
2023,60056220,0.2174,,0.0,
2024,60056221,0.0,,0.0,
2025,60056239,1.0,,0.5,
2026,60056240,0.0,3068000.0,0.0,0.0
2027,60056244,0.0,,0.0,
2028,60056249,0.1467,345000.0,0.0,0.0
2029,60056250,0.4165,1242000.0,0.0,0.0
2030,60056255,0.0,,0.0,
2031,60056260,0.6021,,0.0,
2032,60056262,0.0,,0.0,
2033,60056263,0.0,,0.0,
2034,60056267,0.2288,,0.0,
2035,60056268,0.0,,0.0,
2036,60056281,0.0,,0.0,
2037,60056284,1.0,,0.5,
2038,60056285,0.0,,0.0,
2039,60056287,1.0,,0.5,
2040,60056289,0.0,,0.0,
2041,60056290,1.0,1497000.0,0.5,748500.0
2042,60056291,0.0,,0.0,
2043,60056294,0.9002,,0.5,
2044,60056299,1.0,,0.5,
2045,60056300,0.0,,0.0,
2046,60056301,0.0,,0.0,
2047,60056307,1.0,,0.5,
2048,60056310,0.3391,,0.0,
2049,60056311,0.0,,0.0,
2050,60056312,0.0266,,0.0,
2051,60056352,0.501,0.0,0.0,0.0
2052,60056355,0.2636,,0.0,
2053,60056364,0.8223,599000.0,0.35,209650.0
2054,60056366,0.2431,,0.0,
2055,60056367,0.0,,0.0,
2056,60056374,0.4931,,0.0,
2057,60056375,0.0,,0.0,
2058,60056376,0.0,,0.0,
2059,60056386,0.0,,0.0,
2060,60056389,0.0,,0.0,
2061,60056390,0.0,,0.0,
2062,60056391,0.0,,0.0,
2063,60056392,0.0,,0.0,
2064,60056393,0.0,,0.0,
2065,60056394,0.0,,0.0,
2066,60056398,0.5012,639000.0,0.0,0.0
2067,60056402,0.2592,,0.0,
2068,60056427,0.0,,0.0,
2069,60056441,0.4096,,0.0,
2070,60056447,0.0,,0.0,
2071,60056450,0.0,,0.0,
2072,60056472,0.0,,0.0,
2073,60056480,1.0,,0.5,
2074,60056494,0.8402,,0.35,
2075,60056502,0.0,,0.0,
2076,60056510,1.0,,0.5,
2077,60056511,0.0,,0.0,
2078,60056512,0.0,,0.0,
2079,60056513,1.0,,0.5,
2080,60056521,1.0,,0.5,
2081,60056540,0.0,,0.0,
2082,60056544,0.0,,0.0,
2083,60056554,0.0,,0.0,
2084,60056578,0.0,,0.0,
2085,60056582,0.0,,0.0,
2086,60056583,0.0,,0.0,
2087,60056585,0.0,,0.0,
2088,60056587,0.0,,0.0,
2089,60056599,1.0,1125000.0,0.5,562500.0
2090,60056607,0.0,,0.0,
2091,60056612,0.0,,0.0,
2092,60056615,0.2712,2862000.0,0.0,0.0
2093,60056624,1.0,,0.5,
2094,60056638,0.0,,0.0,
2095,60056642,1.0,,0.5,
2096,60056644,0.0,,0.0,
2097,60056648,0.0,,0.0,
2098,60056652,1.0,,0.5,
2099,60056654,0.0,,0.0,
2100,60056655,0.8999,,0.35,
2101,60056658,1.0,,0.5,
2102,60056664,1.0,,0.5,
2103,60056671,0.3244,632000.0,0.0,0.0
2104,60056677,0.5,,0.0,
2105,60056695,0.0,,0.0,
2106,60056698,1.0,,0.5,
2107,60056710,0.4457,,0.0,
2108,60056715,0.3766,,0.0,
2109,60056721,1.0,,0.5,
2110,60056728,0.8804,,0.35,
2111,60056729,0.0,,0.0,
2112,60056736,0.0,,0.0,
2113,60056740,0.0,,0.0,
2114,60056743,0.0,,0.0,
2115,60056770,1.0,,0.5,
2116,60056771,0.0,,0.0,
2117,60056780,0.0,,0.0,
2118,60056784,0.0,,0.0,
2119,60056788,0.0,,0.0,
2120,60056804,0.8003,,0.35,
2121,60056812,0.0,,0.0,
2122,60056816,0.0,,0.0,
2123,60056817,0.0548,,0.0,
2124,60056818,0.0,,0.0,
2125,60056836,0.1997,2834000.0,0.0,0.0
2126,60056839,0.5156,,0.0,
2127,60056843,0.0,,0.0,
2128,60056852,0.0,,0.0,
2129,60056854,0.0,,0.0,
2130,60056856,0.0,,0.0,
2131,60056857,0.0,,0.0,
2132,60056860,0.0943,,0.0,
2133,60056862,0.0,,0.0,
2134,60056866,0.0,,0.0,
2135,60056871,0.0,,0.0,
2136,60056883,0.0,,0.0,
2137,60056897,0.0,,0.0,
2138,60056906,0.0,,0.0,
2139,60056908,0.0,,0.0,
2140,60056912,0.0,,0.0,
2141,60056913,0.0,,0.0,
2142,60056918,0.0,,0.0,
2143,60056927,0.5245,,0.0,
2144,60056928,0.0,,0.0,
2145,60056933,1.0,,0.5,
2146,60056934,0.2225,,0.0,
2147,60056936,0.0,,0.0,
2148,60056937,0.0,,0.0,
2149,60056938,0.0,,0.0,
2150,60056944,0.0,,0.0,
2151,60056949,0.0,,0.0,
2152,60056955,0.537,,0.0,
2153,60056965,0.0279,,0.0,
2154,60056969,0.0,,0.0,
2155,60056970,0.6041,,0.0,
2156,60056971,0.0,,0.0,
2157,60056972,0.0,,0.0,
2158,60056973,0.0,,0.0,
2159,60056974,0.0,,0.0,
2160,60056984,0.3263,1683000.0,0.0,0.0
2161,60056987,0.5578,,0.0,
2162,60056988,0.3883,,0.0,
2163,60056990,0.2795,368000.0,0.0,0.0
2164,60056992,0.0,,0.0,
2165,60056997,0.0,,0.0,
2166,60056998,0.0,,0.0,
2167,60056999,0.0,,0.0,
2168,60057000,0.0,,0.0,
2169,60057003,0.0,,0.0,
2170,60057004,0.3865,,0.0,
2171,60057006,0.0,,0.0,
2172,60057008,0.0,,0.0,
2173,60057020,0.0,,0.0,
2174,60057027,1.0,,0.5,
2175,60057035,0.578,,0.0,
2176,60057038,0.0,,0.0,
2177,60057045,0.0,,0.0,
2178,60057047,0.0,,0.0,
2179,60057048,0.0,,0.0,
2180,60057050,0.0,,0.0,
2181,60057051,0.0372,,0.0,
2182,60057076,0.0,,0.0,
2183,60057082,0.6455,,0.0,
2184,60057086,1.0,945000.0,0.5,472500.0
2185,60057089,0.0,,0.0,
2186,60057092,0.0,,0.0,
2187,60057110,1.0,,0.5,
2188,60057111,0.0,,0.0,
2189,60057112,0.0,,0.0,
2190,60057128,1.0,,0.5,
2191,60057139,0.0,,0.0,
2192,60057145,0.0,,0.0,
2193,60057153,0.0,,0.0,
2194,60057154,0.0,,0.0,
2195,60057168,1.0,,0.5,
2196,60057169,0.0,,0.0,
2197,60057170,0.0313,,0.0,
2198,60057172,0.0,,0.0,
2199,60057178,0.4596,510000.0,0.0,0.0
2200,60057182,0.223,,0.0,
2201,60057184,0.0,,0.0,
2202,60057186,0.0,,0.0,
2203,60057189,0.4403,4750000.0,0.0,0.0
2204,60057194,0.5886,1576000.0,0.0,0.0
2205,60057199,0.1312,,0.0,
2206,60057205,0.0,,0.0,
2207,60057214,0.0,,0.0,
2208,60057232,0.0,,0.0,
2209,60057240,0.0,,0.0,
2210,60057252,0.3122,,0.0,
2211,60057253,0.5427,,0.0,
2212,60057258,0.1898,,0.0,
2213,60057259,0.0,,0.0,
2214,60057264,0.0,,0.0,
2215,60057265,0.0,,0.0,
2216,60057269,1.0,,0.5,
2217,60057279,0.2931,,0.0,
2218,60057281,0.0,,0.0,
2219,60057282,0.0,,0.0,
2220,60057284,0.0,,0.0,
2221,60057285,0.0,,0.0,
2222,60057288,1.0,,0.5,
2223,60057290,0.0,,0.0,
2224,60057293,0.5047,,0.0,
2225,60057302,0.6456,,0.0,
2226,60057307,0.0,,0.0,
2227,60057321,1.0,,0.5,
2228,60057323,1.0,,0.5,
2229,60057325,0.0,,0.0,
2230,60057335,0.0,,0.0,
2231,60057336,0.0,,0.0,
2232,60057337,0.0,,0.0,
2233,60057340,0.0,,0.0,
2234,60057341,0.0,,0.0,
2235,60057342,0.3326,,0.0,
2236,60057344,0.0,,0.0,
2237,60057359,0.113,,0.0,
2238,60057360,0.0,,0.0,
2239,60057363,1.0,,0.5,
2240,60057364,0.0,,0.0,
2241,60057365,0.5407,,0.0,
2242,60057366,0.0,,0.0,
2243,60057372,0.0,,0.0,
2244,60057379,0.0,,0.0,
2245,60057380,0.0,,0.0,
2246,60057382,0.0,,0.0,
2247,60057383,1.0,,0.5,
2248,60057384,1.0,,0.5,
2249,60057385,0.0,,0.0,
2250,60057388,0.0,,0.0,
2251,60057389,0.0,,0.0,
2252,60057390,0.0,,0.0,
