,Policy No,Topup Premium,TopupForFYP
1831,80072815,0.0,0.0
1832,80072820,0.0,0.0
1833,80072825,0.0,0.0
1834,80072827,6000.0,600.0
1835,80072830,0.0,0.0
1836,80072832,0.0,0.0
1837,80072839,0.0,0.0
1838,80072860,0.0,0.0
1839,80072863,0.0,0.0
1840,80072864,0.0,0.0
1841,80072865,0.0,0.0
1842,80072870,0.0,0.0
1843,80072878,0.0,0.0
1844,80072880,0.0,0.0
1845,80072895,0.0,0.0
1846,80072896,0.0,0.0
1847,80072899,0.0,0.0
1848,80072902,0.0,0.0
1849,80072903,0.0,0.0
1850,80072916,0.0,0.0
1851,80072924,0.0,0.0
1852,80072937,0.0,0.0
1853,80072940,0.0,0.0
1854,80072947,0.0,0.0
1855,80072951,0.0,0.0
1856,80072956,0.0,0.0
1857,80072970,0.0,0.0
1858,80072981,0.0,0.0
1859,80072995,0.0,0.0
1860,80073000,0.0,0.0
1861,80073013,0.0,0.0
1862,80073065,0.0,0.0
1863,80073069,0.0,0.0
1864,80073087,0.0,0.0
1865,80073103,0.0,0.0
1866,80073106,0.0,0.0
1867,80073117,0.0,0.0
1868,80073121,0.0,0.0
1869,80073131,0.0,0.0
1870,80073137,0.0,0.0
1871,80073138,0.0,0.0
1872,80073140,109000.0,10900.0
1873,80073142,0.0,0.0
1874,80073146,0.0,0.0
1875,80073151,0.0,0.0
1876,80073152,0.0,0.0
1877,80073170,0.0,0.0
1878,80073172,0.0,0.0
1879,80073177,0.0,0.0
1880,80073180,0.0,0.0
1881,80073183,0.0,0.0
1882,80073201,0.0,0.0
1883,80073215,0.0,0.0
1884,80073224,0.0,0.0
1885,80073230,0.0,0.0
1886,80073233,0.0,0.0
1887,80073246,0.0,0.0
1888,80073259,0.0,0.0
1889,80073278,0.0,0.0
1890,80073287,0.0,0.0
1891,80073288,0.0,0.0
1892,80073303,0.0,0.0
1893,80073304,0.0,0.0
1894,80073319,0.0,0.0
1895,80073335,0.0,0.0
1896,80073339,0.0,0.0
1897,80073343,0.0,0.0
1898,80073363,0.0,0.0
1899,80073401,0.0,0.0
1900,80073404,0.0,0.0
1901,80073414,0.0,0.0
1902,80073438,0.0,0.0
1903,80073442,0.0,0.0
1904,80073447,0.0,0.0
1905,80073480,0.0,0.0
1906,80073492,23000.0,2300.0
1907,80073497,0.0,0.0
1908,80073510,0.0,0.0
1909,80073547,0.0,0.0
1910,80073551,0.0,0.0
1911,80073575,0.0,0.0
1912,80073584,0.0,0.0
1913,80073594,0.0,0.0
1914,80073599,0.0,0.0
1915,80073629,0.0,0.0
1916,80073666,0.0,0.0
1917,80073706,0.0,0.0
1918,80073724,0.0,0.0
1919,80074168,0.0,0.0
1920,80074316,0.0,0.0
1921,80075517,0.0,0.0
1922,80076194,0.0,0.0
1923,80076284,0.0,0.0
1924,80076288,0.0,0.0
1925,80076880,0.0,0.0
1926,80077868,0.0,0.0
1927,80078270,0.0,0.0
1928,80079061,0.0,0.0
1929,80079318,0.0,0.0
1930,80079339,0.0,0.0
1931,80079660,0.0,0.0
1932,80079837,0.0,0.0
1933,80080419,0.0,0.0
1934,80080673,0.0,0.0
1935,80080732,0.0,0.0
1936,80080772,0.0,0.0
1937,80080816,0.0,0.0
1938,80080818,0.0,0.0
1939,80080992,0.0,0.0
1940,80081105,0.0,0.0
1941,80081124,0.0,0.0
1942,80081199,0.0,0.0
1943,80081206,0.0,0.0
1944,80081234,0.0,0.0
1945,80081326,0.0,0.0
1946,80081327,0.0,0.0
1947,80081434,0.0,0.0
1948,80081490,-9679000.0,-967900.0
1949,80081513,0.0,0.0
1950,80081516,0.0,0.0
1951,80081544,0.0,0.0
1952,80081620,0.0,0.0
1953,80081695,0.0,0.0
1954,80081715,0.0,0.0
1955,80081726,0.0,0.0
1956,80081779,0.0,0.0
1957,80081801,0.0,0.0
1958,80081810,0.0,0.0
1959,80081823,0.0,0.0
1960,80081843,0.0,0.0
1961,80081860,0.0,0.0
1962,80081866,0.0,0.0
1963,80081903,0.0,0.0
1964,80081956,0.0,0.0
1965,80081981,0.0,0.0
1966,80081987,0.0,0.0
1967,80082059,0.0,0.0
1968,80082097,0.0,0.0
1969,80082100,0.0,0.0
1970,80082179,286000.0,28600.0
1971,80082187,0.0,0.0
1972,80082194,0.0,0.0
1973,80082266,0.0,0.0
1974,80082271,0.0,0.0
1975,80082274,0.0,0.0
1976,80082281,0.0,0.0
1977,80082291,0.0,0.0
1978,80082302,0.0,0.0
1979,80082372,0.0,0.0
1980,80082467,0.0,0.0
1981,80082477,0.0,0.0
1982,80082503,0.0,0.0
1983,80082506,0.0,0.0
1984,80082607,0.0,0.0
1985,80082618,0.0,0.0
1986,80082723,0.0,0.0
1987,80082727,0.0,0.0
1988,80083064,0.0,0.0
1989,80083068,0.0,0.0
1990,80083209,0.0,0.0
1991,80083231,0.0,0.0
1992,80083294,0.0,0.0
1993,80083308,0.0,0.0
1994,80083375,0.0,0.0
1995,80083485,0.0,0.0
1996,80083520,0.0,0.0
1997,80083703,0.0,0.0
1998,80083752,0.0,0.0
1999,80083783,0.0,0.0
2000,80083816,0.0,0.0
2001,80083995,0.0,0.0
2002,80084162,0.0,0.0
2003,80084213,0.0,0.0
2004,80084216,0.0,0.0
2005,80084406,0.0,0.0
2006,80084758,0.0,0.0
2007,80084772,0.0,0.0
2008,80084781,0.0,0.0
2009,80084803,0.0,0.0
2010,80084836,0.0,0.0
2011,80084985,0.0,0.0
2012,80084998,0.0,0.0
2013,80085036,0.0,0.0
2014,80085098,0.0,0.0
2015,80085148,0.0,0.0
2016,80085327,0.0,0.0
2017,80085363,0.0,0.0
2018,80085558,0.0,0.0
2019,80085792,0.0,0.0
2020,80085806,0.0,0.0
2021,80086056,0.0,0.0
2022,80086191,0.0,0.0
2023,80086274,0.0,0.0
2024,80086315,0.0,0.0
2025,80086353,0.0,0.0
2026,80086360,0.0,0.0
2027,80086365,0.0,0.0
2028,80086393,0.0,0.0
2029,80086510,0.0,0.0
2030,80086553,0.0,0.0
2031,80086591,0.0,0.0
2032,80086602,0.0,0.0
2033,80086672,0.0,0.0
2034,80086687,0.0,0.0
2035,80086730,0.0,0.0
2036,80086751,0.0,0.0
2037,80086839,0.0,0.0
2038,80086848,0.0,0.0
2039,80086860,0.0,0.0
2040,80086861,0.0,0.0
2041,80086867,0.0,0.0
2042,80086876,0.0,0.0
2043,80086897,0.0,0.0
2044,80086898,0.0,0.0
2045,80086933,183000.0,18300.0
2046,80086968,0.0,0.0
2047,80087008,0.0,0.0
2048,80087014,0.0,0.0
2049,80087023,0.0,0.0
2050,80087074,0.0,0.0
2051,80087076,0.0,0.0
2052,80087181,0.0,0.0
2053,80087223,0.0,0.0
2054,80087275,0.0,0.0
2055,80087322,0.0,0.0
2056,80087323,0.0,0.0
2057,80087366,0.0,0.0
2058,80087450,0.0,0.0
2059,80087591,0.0,0.0
2060,80087622,0.0,0.0
2061,80087623,0.0,0.0
2062,80087654,0.0,0.0
2063,80087665,0.0,0.0
2064,80087673,0.0,0.0
2065,80087691,0.0,0.0
2066,80087694,0.0,0.0
2067,80087718,0.0,0.0
2068,80087844,0.0,0.0
2069,80087860,0.0,0.0
2070,80087945,0.0,0.0
2071,80087948,0.0,0.0
2072,80088022,0.0,0.0
2073,80088184,0.0,0.0
2074,80088218,0.0,0.0
2075,80088233,0.0,0.0
2076,80088444,0.0,0.0
2077,80088487,0.0,0.0
2078,80088528,0.0,0.0
2079,80088623,0.0,0.0
2080,80088714,0.0,0.0
2081,80088721,0.0,0.0
2082,80088802,0.0,0.0
2083,80088826,0.0,0.0
2084,80088827,0.0,0.0
2085,80088865,0.0,0.0
2086,80088899,0.0,0.0
2087,80088995,0.0,0.0
2088,80089081,0.0,0.0
2089,80089295,0.0,0.0
2090,80089421,0.0,0.0
2091,80089454,0.0,0.0
2092,80089769,0.0,0.0
2093,80089819,0.0,0.0
2094,80089896,0.0,0.0
2095,80090088,0.0,0.0
2096,80091108,0.0,0.0
2097,80091194,0.0,0.0
2098,80091607,0.0,0.0
2099,80091619,0.0,0.0
2100,80091655,0.0,0.0
2101,80091836,0.0,0.0
2102,80093758,0.0,0.0
2103,80093794,-58310000.0,-5831000.0
2104,80094004,0.0,0.0
2105,80094133,0.0,0.0
2106,80094319,0.0,0.0
2107,80094455,779000.0,77900.0
2108,80094537,0.0,0.0
2109,80095205,0.0,0.0
2110,80095209,0.0,0.0
2111,80095718,0.0,0.0
2112,80095758,0.0,0.0
2113,80095809,0.0,0.0
2114,80095846,0.0,0.0
2115,80095850,0.0,0.0
2116,80095892,0.0,0.0
2117,80095895,0.0,0.0
2118,80095929,0.0,0.0
2119,80095951,0.0,0.0
2120,80095956,0.0,0.0
2121,80095960,0.0,0.0
2122,80095968,0.0,0.0
2123,80095984,0.0,0.0
2124,80095985,0.0,0.0
2125,80095991,0.0,0.0
2126,80096010,0.0,0.0
2127,80096014,0.0,0.0
2128,80096033,0.0,0.0
2129,80096083,0.0,0.0
2130,80096115,0.0,0.0
2131,80096162,0.0,0.0
2132,80096163,0.0,0.0
2133,80096168,0.0,0.0
2134,80096195,0.0,0.0
2135,80096214,0.0,0.0
2136,80096217,0.0,0.0
2137,80096273,0.0,0.0
2138,80096277,0.0,0.0
2139,80096306,0.0,0.0
2140,80096307,0.0,0.0
2141,80096353,0.0,0.0
2142,80096383,0.0,0.0
2143,80096402,0.0,0.0
2144,80096432,0.0,0.0
2145,80096442,0.0,0.0
2146,80096444,1046000.0,104600.0
2147,80096446,384000.0,38400.0
2148,80096454,0.0,0.0
2149,80096458,0.0,0.0
2150,80096508,0.0,0.0
2151,80096512,0.0,0.0
2152,80096524,0.0,0.0
2153,80096526,0.0,0.0
2154,80096530,0.0,0.0
2155,80096579,0.0,0.0
2156,80096622,0.0,0.0
2157,80096675,0.0,0.0
2158,80096698,0.0,0.0
2159,80096712,0.0,0.0
2160,80096714,0.0,0.0
2161,80096737,0.0,0.0
2162,80096753,0.0,0.0
2163,80096760,0.0,0.0
2164,80096779,0.0,0.0
2165,80096786,0.0,0.0
2166,80096851,0.0,0.0
2167,80096853,0.0,0.0
2168,80096878,0.0,0.0
2169,80096879,0.0,0.0
2170,80096898,0.0,0.0
2171,80096909,0.0,0.0
2172,80096930,0.0,0.0
2173,80097001,0.0,0.0
2174,80097015,0.0,0.0
2175,80097055,0.0,0.0
2176,80097072,1205000.0,120500.0
2177,80097091,0.0,0.0
2178,80097096,0.0,0.0
2179,80097104,0.0,0.0
2180,80097144,0.0,0.0
2181,80097151,0.0,0.0
2182,80097161,0.0,0.0
2183,80097171,0.0,0.0
2184,80097178,0.0,0.0
2185,80097210,0.0,0.0
2186,80097221,0.0,0.0
2187,80097242,1960000.0,196000.0
2188,80097251,0.0,0.0
2189,80097257,0.0,0.0
2190,80097290,0.0,0.0
2191,80097293,0.0,0.0
2192,80097307,0.0,0.0
2193,80097354,0.0,0.0
2194,80097380,0.0,0.0
2195,80097408,0.0,0.0
2196,80097414,0.0,0.0
2197,80097415,0.0,0.0
2198,80097419,0.0,0.0
2199,80097420,0.0,0.0
2200,80097427,0.0,0.0
2201,80097430,0.0,0.0
2202,80097436,0.0,0.0
2203,80097454,0.0,0.0
2204,80097464,0.0,0.0
2205,80097478,0.0,0.0
2206,80097516,0.0,0.0
2207,80097517,0.0,0.0
2208,80097545,0.0,0.0
2209,80097549,0.0,0.0
2210,80097603,0.0,0.0
2211,80097605,0.0,0.0
2212,80097615,0.0,0.0
2213,80097616,0.0,0.0
2214,80097623,0.0,0.0
2215,80097637,0.0,0.0
2216,80097645,0.0,0.0
2217,80097731,0.0,0.0
2218,80097734,0.0,0.0
2219,80097745,0.0,0.0
2220,80097785,0.0,0.0
2221,80097823,0.0,0.0
2222,80097826,0.0,0.0
2223,80097843,0.0,0.0
2224,80097913,0.0,0.0
2225,80097945,0.0,0.0
2226,80097954,0.0,0.0
2227,80097960,0.0,0.0
2228,80097965,0.0,0.0
2229,80097987,0.0,0.0
2230,80098075,0.0,0.0
2231,80098114,0.0,0.0
2232,80098117,-54782000.0,-5478200.0
2233,80098136,0.0,0.0
2234,80098155,0.0,0.0
2235,80098176,0.0,0.0
2236,80098202,0.0,0.0
2237,80098205,0.0,0.0
2238,80098239,0.0,0.0
2239,80098250,0.0,0.0
2240,80098285,0.0,0.0
2241,80098326,0.0,0.0
2242,80098327,0.0,0.0
2243,80098341,0.0,0.0
2244,80098418,0.0,0.0
2245,80098424,0.0,0.0
2246,80098425,0.0,0.0
2247,80098441,0.0,0.0
2248,80098456,0.0,0.0
2249,80098478,2818000.0,281800.0
2250,80098484,0.0,0.0
2251,80098499,0.0,0.0
2252,80098513,0.0,0.0
2253,80098515,0.0,0.0
2254,80098519,0.0,0.0
2255,80098534,0.0,0.0
2256,80098553,0.0,0.0
2257,80098555,0.0,0.0
2258,80098614,0.0,0.0
2259,80098663,0.0,0.0
2260,80098664,0.0,0.0
2261,80098671,0.0,0.0
2262,80098672,0.0,0.0
2263,80098716,0.0,0.0
2264,80098772,0.0,0.0
2265,80098779,0.0,0.0
2266,80098785,0.0,0.0
2267,80098815,0.0,0.0
2268,80098819,0.0,0.0
2269,80098845,0.0,0.0
2270,80098889,0.0,0.0
2271,80098909,1862000.0,186200.0
2272,80098926,0.0,0.0
2273,80098943,0.0,0.0
2274,80098969,0.0,0.0
2275,80098970,0.0,0.0
2276,80098971,0.0,0.0
2277,80098978,-1400000.0,-140000.0
2278,80098997,0.0,0.0
2279,80098998,0.0,0.0
2280,80099007,0.0,0.0
2281,80099012,0.0,0.0
2282,80099050,0.0,0.0
2283,80099055,0.0,0.0
2284,80099061,0.0,0.0
2285,80099090,0.0,0.0
2286,80099117,0.0,0.0
2287,80099132,0.0,0.0
2288,80099194,0.0,0.0
2289,80099251,196000.0,19600.0
2290,80099296,0.0,0.0
2291,80099301,2237000.0,223700.0
2292,80099306,0.0,0.0
2293,80099329,0.0,0.0
2294,80099332,0.0,0.0
2295,80099403,0.0,0.0
2296,80099411,0.0,0.0
2297,80099422,0.0,0.0
2298,80099424,0.0,0.0
2299,80099448,0.0,0.0
2300,80099455,0.0,0.0
2301,80099471,0.0,0.0
2302,80099474,0.0,0.0
2303,80099498,0.0,0.0
2304,80099503,0.0,0.0
2305,80099530,0.0,0.0
2306,80099546,0.0,0.0
2307,80099557,0.0,0.0
2308,80099576,0.0,0.0
2309,80099586,0.0,0.0
2310,80099597,0.0,0.0
2311,80099609,0.0,0.0
2312,80099610,0.0,0.0
2313,80099648,0.0,0.0
2314,80099660,0.0,0.0
2315,80099697,0.0,0.0
2316,80099711,0.0,0.0
2317,80099728,0.0,0.0
2318,80099734,0.0,0.0
2319,80099745,0.0,0.0
2320,80099798,0.0,0.0
2321,80099805,0.0,0.0
2322,80099818,0.0,0.0
2323,80099835,0.0,0.0
2324,80099978,0.0,0.0
2325,80099995,0.0,0.0
2326,80100030,0.0,0.0
2327,80100057,0.0,0.0
2328,80100073,0.0,0.0
2329,80100111,0.0,0.0
2330,80100112,-2000000.0,-200000.0
2331,80100132,0.0,0.0
2332,80100135,0.0,0.0
2333,80100153,0.0,0.0
2334,80100180,0.0,0.0
2335,80100201,0.0,0.0
2336,80100203,0.0,0.0
2337,80100208,0.0,0.0
2338,80100222,0.0,0.0
2339,80100332,0.0,0.0
2340,80100366,0.0,0.0
2341,80100368,0.0,0.0
2342,80100387,0.0,0.0
2343,80100401,0.0,0.0
2344,80100428,0.0,0.0
2345,80100442,0.0,0.0
2346,80100476,0.0,0.0
2347,80100493,0.0,0.0
2348,80100536,0.0,0.0
2349,80100588,0.0,0.0
2350,80100637,0.0,0.0
2351,80100642,0.0,0.0
2352,80100657,0.0,0.0
2353,80100676,0.0,0.0
2354,80100689,0.0,0.0
2355,80100711,0.0,0.0
2356,80100746,0.0,0.0
2357,80100811,0.0,0.0
2358,80100818,0.0,0.0
2359,80100831,0.0,0.0
2360,80100850,0.0,0.0
2361,80100851,0.0,0.0
2362,80100858,0.0,0.0
2363,80100894,0.0,0.0
2364,80100953,0.0,0.0
2365,80100990,0.0,0.0
2366,80101003,0.0,0.0
2367,80101018,0.0,0.0
2368,80101021,0.0,0.0
2369,80101029,0.0,0.0
2370,80101084,0.0,0.0
2371,80101137,0.0,0.0
2372,80101168,0.0,0.0
2373,80101178,0.0,0.0
2374,80101191,0.0,0.0
2375,80101192,0.0,0.0
2376,80101218,0.0,0.0
2377,80101233,0.0,0.0
2378,80101249,0.0,0.0
2379,80101252,0.0,0.0
2380,80101300,0.0,0.0
2381,80101334,0.0,0.0
2382,80101335,0.0,0.0
2383,80101387,0.0,0.0
2384,80101401,0.0,0.0
2385,80101416,0.0,0.0
2386,80101424,0.0,0.0
2387,80101471,0.0,0.0
2388,80101474,0.0,0.0
2389,80101492,0.0,0.0
2390,80101503,0.0,0.0
2391,80101504,0.0,0.0
2392,80101505,0.0,0.0
2393,80101509,0.0,0.0
2394,80101515,0.0,0.0
2395,80101523,0.0,0.0
2396,80101524,0.0,0.0
2397,80101526,0.0,0.0
2398,80101529,0.0,0.0
2399,80101554,0.0,0.0
2400,80101555,0.0,0.0
2401,80101561,0.0,0.0
2402,80101590,0.0,0.0
2403,80101591,0.0,0.0
2404,80101592,0.0,0.0
2405,80101596,0.0,0.0
2406,80101597,0.0,0.0
2407,80101598,0.0,0.0
2408,80101599,0.0,0.0
2409,80101601,0.0,0.0
2410,80101605,0.0,0.0
2411,80101606,0.0,0.0
2412,80101609,0.0,0.0
2413,80101613,0.0,0.0
2414,80101625,0.0,0.0
2415,80101626,0.0,0.0
2416,80101627,0.0,0.0
2417,80101654,0.0,0.0
2418,80101666,0.0,0.0
2419,80101667,0.0,0.0
2420,80101672,0.0,0.0
2421,80101678,0.0,0.0
2422,80101686,0.0,0.0
2423,80101689,0.0,0.0
2424,80101691,0.0,0.0
2425,80101702,0.0,0.0
2426,80101704,0.0,0.0
2427,80101706,0.0,0.0
2428,80101710,0.0,0.0
2429,80101712,0.0,0.0
2430,80101732,0.0,0.0
2431,80101736,1620000.0,162000.0
2432,80101739,0.0,0.0
2433,80101743,0.0,0.0
2434,80101757,0.0,0.0
2435,80101758,0.0,0.0
2436,80101759,0.0,0.0
2437,80101777,0.0,0.0
2438,80101779,0.0,0.0
2439,80101781,0.0,0.0
2440,80101794,0.0,0.0
2441,80101796,0.0,0.0
2442,80101803,0.0,0.0
2443,80101813,0.0,0.0
2444,80101818,0.0,0.0
2445,80101820,0.0,0.0
2446,80101822,0.0,0.0
2447,80101823,0.0,0.0
2448,80101824,0.0,0.0
2449,80101870,0.0,0.0
2450,80101871,0.0,0.0
2451,80101872,0.0,0.0
2452,80101880,0.0,0.0
2453,80101883,0.0,0.0
2454,80101884,0.0,0.0
2455,80101886,0.0,0.0
2456,80101893,0.0,0.0
2457,80101899,0.0,0.0
2458,80101907,0.0,0.0
2459,80101915,0.0,0.0
2460,80101921,0.0,0.0
2461,80101929,0.0,0.0
2462,80101945,0.0,0.0
2463,80101949,0.0,0.0
2464,80101952,0.0,0.0
2465,80101954,0.0,0.0
2466,80101955,0.0,0.0
2467,80101956,0.0,0.0
2468,80101957,0.0,0.0
2469,80101962,0.0,0.0
2470,80101972,0.0,0.0
2471,80101984,0.0,0.0
2472,80101986,0.0,0.0
2473,80101995,0.0,0.0
2474,80101996,0.0,0.0
2475,80102001,0.0,0.0
2476,80102009,0.0,0.0
2477,80102013,0.0,0.0
2478,80102020,0.0,0.0
2479,80102045,0.0,0.0
2480,80102049,0.0,0.0
2481,80102064,0.0,0.0
2482,80102066,0.0,0.0
2483,80102089,0.0,0.0
2484,80102100,0.0,0.0
2485,80102103,0.0,0.0
2486,80102117,0.0,0.0
2487,80102120,0.0,0.0
2488,80102121,0.0,0.0
2489,80102122,0.0,0.0
2490,80102123,0.0,0.0
2491,80102125,0.0,0.0
2492,80102126,0.0,0.0
2493,80102130,0.0,0.0
2494,80102150,0.0,0.0
2495,80102154,0.0,0.0
2496,80102156,0.0,0.0
2497,80102161,0.0,0.0
2498,80102167,0.0,0.0
2499,80102176,0.0,0.0
2500,80102197,3924000.0,392400.0
2501,80102203,0.0,0.0
2502,80102217,0.0,0.0
2503,80102218,0.0,0.0
2504,80102220,0.0,0.0
2505,80102223,0.0,0.0
2506,80102225,0.0,0.0
2507,80102229,0.0,0.0
2508,80102232,0.0,0.0
2509,80102240,0.0,0.0
2510,80102241,0.0,0.0
2511,80102242,0.0,0.0
2512,80102253,0.0,0.0
2513,80102281,0.0,0.0
2514,80102299,0.0,0.0
2515,80102300,0.0,0.0
2516,80102303,0.0,0.0
2517,80102304,0.0,0.0
2518,80102330,0.0,0.0
2519,80102348,0.0,0.0
2520,80102359,0.0,0.0
2521,80102373,0.0,0.0
2522,80102398,0.0,0.0
2523,80102415,0.0,0.0
2524,80102442,0.0,0.0
2525,80102448,0.0,0.0
2526,80102466,0.0,0.0
2527,80102473,0.0,0.0
2528,80102475,0.0,0.0
2529,80102480,0.0,0.0
2530,80102484,0.0,0.0
2531,80102494,0.0,0.0
2532,80102508,-1478000.0,-147800.0
2533,80102579,0.0,0.0
2534,80102586,0.0,0.0
2535,80102589,0.0,0.0
2536,80102594,0.0,0.0
2537,80102595,0.0,0.0
2538,80102600,0.0,0.0
2539,80102603,0.0,0.0
2540,80102604,0.0,0.0
2541,80102608,0.0,0.0
2542,80102610,0.0,0.0
2543,80102615,0.0,0.0
2544,80102616,0.0,0.0
2545,80102617,0.0,0.0
2546,80102618,0.0,0.0
2547,80102624,0.0,0.0
2548,80102631,0.0,0.0
2549,80102633,0.0,0.0
2550,80102634,0.0,0.0
2551,80102635,0.0,0.0
2552,80102637,0.0,0.0
2553,80102641,0.0,0.0
2554,80102672,0.0,0.0
2555,80102693,0.0,0.0
2556,80102703,0.0,0.0
2557,80102725,0.0,0.0
2558,80102750,0.0,0.0
2559,80102752,0.0,0.0
2560,80102762,0.0,0.0
2561,80102775,0.0,0.0
2562,80102776,0.0,0.0
2563,80102787,0.0,0.0
2564,80102794,0.0,0.0
2565,80102811,0.0,0.0
2566,80102816,0.0,0.0
2567,80102824,0.0,0.0
2568,80102828,0.0,0.0
2569,80102866,0.0,0.0
2570,80102868,0.0,0.0
2571,80102877,0.0,0.0
2572,80102897,0.0,0.0
2573,80102900,0.0,0.0
2574,80102938,0.0,0.0
2575,80102949,0.0,0.0
2576,80102974,0.0,0.0
2577,80102994,0.0,0.0
2578,80103055,0.0,0.0
2579,80103077,0.0,0.0
2580,80103085,0.0,0.0
2581,80103137,0.0,0.0
2582,80103157,0.0,0.0
2583,80103253,0.0,0.0
2584,80103287,0.0,0.0
2585,80103379,0.0,0.0
2586,80103385,0.0,0.0
2587,80103388,0.0,0.0
2588,80103422,0.0,0.0
2589,80103438,0.0,0.0
2590,80103457,0.0,0.0
2591,80103466,0.0,0.0
2592,80103476,0.0,0.0
2593,80103543,0.0,0.0
2594,80103558,0.0,0.0
2595,80103574,0.0,0.0
2596,80103584,0.0,0.0
2597,80104137,0.0,0.0
2598,80109297,0.0,0.0
2599,80110109,0.0,0.0
2600,80110385,0.0,0.0
2601,80110473,0.0,0.0
2602,80110525,0.0,0.0
2603,80111006,0.0,0.0
2604,80111551,0.0,0.0
2605,80111669,0.0,0.0
2606,80111705,0.0,0.0
2607,80113521,0.0,0.0
2608,80114048,0.0,0.0
2609,80114301,0.0,0.0
2610,80114459,0.0,0.0
2611,80114544,0.0,0.0
2612,80114769,0.0,0.0
2613,80114773,0.0,0.0
2614,80114785,0.0,0.0
2615,80114843,0.0,0.0
2616,80115073,0.0,0.0
2617,80115226,0.0,0.0
2618,80115370,0.0,0.0
2619,80115376,0.0,0.0
2620,80115385,0.0,0.0
2621,80115762,0.0,0.0
2622,80115773,0.0,0.0
2623,80115884,0.0,0.0
2624,80116114,0.0,0.0
2625,80116489,0.0,0.0
2626,80116517,0.0,0.0
2627,80116711,-19600000.0,-1960000.0
2628,80116713,0.0,0.0
2629,80123420,0.0,0.0
2630,80123985,0.0,0.0
2631,80124065,-18121000.0,-1812100.0
2632,80125889,0.0,0.0
2633,80126059,0.0,0.0
2634,80126093,0.0,0.0
2635,80126233,0.0,0.0
2636,80126407,0.0,0.0
2637,80126468,0.0,0.0
2638,80126476,0.0,0.0
2639,80126522,0.0,0.0
2640,80126602,0.0,0.0
2641,80126640,0.0,0.0
2642,80126641,0.0,0.0
2643,80126656,0.0,0.0
2644,80126663,0.0,0.0
2645,80126790,0.0,0.0
2646,80126828,0.0,0.0
2647,80126964,0.0,0.0
2648,80127022,0.0,0.0
2649,80127054,0.0,0.0
2650,80127057,0.0,0.0
2651,80127120,0.0,0.0
2652,80127187,0.0,0.0
2653,80127242,0.0,0.0
2654,80127256,0.0,0.0
2655,80127266,0.0,0.0
2656,80127270,0.0,0.0
2657,80127287,0.0,0.0
2658,80127308,0.0,0.0
2659,80127323,0.0,0.0
2660,80127325,0.0,0.0
2661,80127369,0.0,0.0
2662,80127387,0.0,0.0
2663,80127409,0.0,0.0
2664,80127469,0.0,0.0
2665,80127485,147000.0,14700.0
2666,80127656,0.0,0.0
2667,80127672,0.0,0.0
2668,80127881,0.0,0.0
2669,80127911,113000.0,11300.0
2670,80127986,441000.0,44100.0
2671,80128122,0.0,0.0
2672,80128125,0.0,0.0
2673,80128129,0.0,0.0
2674,80128199,0.0,0.0
2675,80128226,375000.0,37500.0
2676,80128232,0.0,0.0
2677,80128234,0.0,0.0
2678,80128250,0.0,0.0
2679,80128394,0.0,0.0
2680,80128397,284000.0,28400.0
2681,80128403,470000.0,47000.0
2682,80128530,0.0,0.0
2683,80128739,0.0,0.0
2684,80128775,0.0,0.0
2685,80128815,0.0,0.0
2686,80128819,0.0,0.0
2687,80128831,171000.0,17100.0
2688,80128841,0.0,0.0
2689,80128854,0.0,0.0
2690,80128865,451000.0,45100.0
2691,80128874,0.0,0.0
2692,80128884,539000.0,53900.0
2693,80128888,0.0,0.0
2694,80128995,0.0,0.0
2695,80129009,0.0,0.0
2696,80129055,0.0,0.0
2697,80129141,274000.0,27400.0
2698,80129169,0.0,0.0
2699,80129188,588000.0,58800.0
2700,80129195,0.0,0.0
2701,80129210,107000.0,10700.0
2702,80129221,201000.0,20100.0
2703,80129346,0.0,0.0
2704,80129371,9299000.0,929900.0
2705,80129440,206000.0,20600.0
2706,80129455,201000.0,20100.0
2707,80129484,201000.0,20100.0
2708,80129557,0.0,0.0
2709,80129620,0.0,0.0
2710,80129625,0.0,0.0
2711,80129626,0.0,0.0
2712,80129631,151000.0,15100.0
2713,80129636,302000.0,30200.0
2714,80129642,0.0,0.0
2715,80129679,0.0,0.0
2716,80129703,1960000.0,196000.0
2717,80129714,0.0,0.0
2718,80129730,110000.0,11000.0
2719,80129731,226000.0,22600.0
2720,80129737,0.0,0.0
2721,80129739,0.0,0.0
2722,80129740,0.0,0.0
2723,80129785,0.0,0.0
2724,80129791,0.0,0.0
2725,80129829,0.0,0.0
2726,80129834,0.0,0.0
2727,80129851,627000.0,62700.0
2728,80129861,1654000.0,165400.0
2729,80129890,0.0,0.0
2730,80129946,0.0,0.0
2731,80130033,0.0,0.0
2732,80130047,0.0,0.0
2733,80130062,0.0,0.0
2734,80130065,0.0,0.0
2735,80130080,0.0,0.0
2736,80130110,0.0,0.0
2737,80130139,0.0,0.0
2738,80130154,0.0,0.0
2739,80130174,0.0,0.0
2740,80130175,0.0,0.0
2741,80130176,0.0,0.0
2742,80130179,1458000.0,145800.0
2743,80130192,0.0,0.0
2744,80130299,980000.0,98000.0
2745,80130300,0.0,0.0
2746,80130315,0.0,0.0
2747,80130321,0.0,0.0
2748,80130352,0.0,0.0
2749,80130382,0.0,0.0
2750,80130391,566000.0,56600.0
2751,80130394,230000.0,23000.0
2752,80130395,0.0,0.0
