,Issuing Agent,Policy No,CUTOFF,Count_Policy
457621,60071675,80132578,20230131,1
457633,60011479,80019532,20230131,0
457702,60072152,80132180,20230131,1
457704,60021151,80129731,20230131,0
457708,60043923,80131626,20230131,1
457712,60075268,80132067,20230131,1
458065,60011716,80017337,20230131,0
458145,60032916,80131501,20230131,1
458149,60032916,80131501,20230131,0
458150,60051720,80101084,20230131,0
458213,60056252,80131378,20230131,-1
458276,60021151,80055679,20230131,0
458281,60031088,80072101,20230131,0
458282,60009114,80070746,20230131,0
458363,60056252,80131378,20230131,1
458365,60018838,80036514,20230131,0
458366,60071855,80132218,20230131,1
458379,60027758,80069852,20230131,0
458380,60009098,80073442,20230131,0
458383,60036217,80088995,20230131,0
458390,60072494,80132286,20230131,1
458391,60027583,80068056,20230131,0
458437,60036079,80102610,20230131,0
458446,60056908,80133001,20230131,1
458523,60076082,80132546,20230131,1
458527,60028261,80072902,20230131,0
458588,60056240,80131737,20230131,1
458596,60003445,80009658,20230131,0
458598,60072796,80132662,20230131,1
459245,60017698,80072185,20230131,0
459341,60035167,80071863,20230131,0
459662,60075275,80131539,20230131,1
460523,60074543,80133049,20230131,1
460612,60008513,80010911,20230131,0
460613,60005660,80132777,20230131,1
460618,60001475,80001742,20230131,0
460620,60075730,80132304,20230131,1
460623,60040494,80087275,20230131,0
460624,60052318,80096277,20230131,0
460625,69999975,80000719,20230131,0
460665,60075549,80131662,20230131,1
460668,60059396,80131795,20230131,1
460669,60075204,80131800,20230131,1
460670,60076011,80132170,20230131,1
473081,60026717,80061176,20230131,0
473083,60015089,80067612,20230131,0
473091,60071168,80132025,20230131,1
473131,60055379,80132098,20230131,1
475264,60041237,80080992,20230131,0
475271,60024843,80068005,20230131,0
475272,60035028,80072782,20230131,0
475274,60074228,80130062,20230131,-1
475316,60031155,80071872,20230131,0
475318,60035040,80071020,20230131,0
475327,60045760,80098478,20230131,0
475494,60031386,80101592,20230131,0
475496,60071439,80131568,20230131,1
475613,60059355,80131828,20230131,1
475618,60031805,80068472,20230131,0
475622,60035791,80129890,20230131,-1
475624,60045858,80132281,20230131,1
475625,60061683,80131956,20230131,1
475655,60010925,80018295,20230131,0
475656,60061343,80132054,20230131,1
475663,60054127,80132099,20230131,1
475664,60053972,80132607,20230131,1
475880,60017867,80036497,20230131,0
475883,60030195,80072807,20230131,0
475887,60041082,80094537,20230131,0
476327,60037447,80101899,20230131,0
476335,60049120,80095960,20230131,0
476336,60009501,80019674,20230131,0
476359,60051639,80101609,20230131,0
476363,60070645,80133011,20230131,1
476365,60070835,80130883,20230131,1
476442,60072990,80131695,20230131,1
476444,60074208,80131666,20230131,1
476452,60068924,80131867,20230131,1
476455,60026283,80058795,20230131,0
476457,60042208,80082727,20230131,0
476563,60007708,80056489,20230131,0
476569,60035411,80072937,20230131,0
476571,60044819,80084162,20230131,0
476577,60053158,80097623,20230131,0
476656,60017375,80037766,20230131,0
476658,60076088,80133004,20230131,1
476661,60013337,80026887,20230131,0
476663,60074945,80132528,20230131,1
476794,60074734,80133010,20230131,1
476807,60075766,80132021,20230131,1
476868,60042783,80081490,20230131,0
476873,60067640,80132200,20230131,1
476874,60032295,80068192,20230131,0
476878,60075864,80131654,20230131,1
481367,60075061,80132844,20230131,1
481372,60063850,80132681,20230131,1
481374,60058551,80132867,20230131,1
481423,60053461,80101732,20230131,0
481562,60026601,80061052,20230131,0
481567,60003839,80008810,20230131,0
481614,60019797,80059693,20230131,0
481693,60036280,80072806,20230131,0
481695,60009098,80071822,20230131,0
481696,60035344,80072238,20230131,0
481705,60072524,80131984,20230131,1
481761,60054281,80099498,20230131,0
481766,60011716,80017363,20230131,0
481767,60011946,80019938,20230131,0
481770,60064674,80130806,20230131,1
481843,60057405,80132355,20230131,1
481846,60026861,80073138,20230131,0
481871,60070013,80132453,20230131,1
481872,60074396,80132491,20230131,1
481877,60066792,80131025,20230131,1
481958,60025243,80067295,20230131,0
482016,60075855,80132202,20230131,1
484703,60027762,80097603,20230131,0
484708,60075422,80131331,20230131,1
484714,60031222,80072277,20230131,0
496916,60015246,80026584,20230131,0
497761,60026561,80131511,20230131,1
497842,60075180,80131518,20230131,1
497847,60031376,80066551,20230131,0
497852,60023830,80055510,20230131,0
497853,60019685,80045662,20230131,0
497890,60036996,80072010,20230131,0
500435,60058541,80132834,20230131,1
500437,60076117,80132850,20230131,1
500498,60021309,80071882,20230131,0
500507,60046253,80127256,20230131,-1
500563,60020269,80131535,20230131,1
500564,60032109,80072153,20230131,0
500571,60022478,80055374,20230131,0
500574,60018530,80037775,20230131,0
500633,60015545,80034193,20230131,0
500634,60020825,80053178,20230131,0
500635,60038567,80079660,20230131,0
500644,60075872,80131708,20230131,1
500645,60007351,80009094,20230131,0
500686,60031676,80071905,20230131,0
500687,60075864,80131644,20230131,1
500691,60017320,80034500,20230131,0
500692,60019461,80051735,20230131,0
500745,60040264,80081327,20230131,0
500749,60037625,80072419,20230131,0
500883,60012230,80019893,20230131,0
501053,60058142,80132973,20230131,1
503875,60073769,80133029,20230131,1
503884,60028068,80102064,20230131,0
503948,60023690,80055292,20230131,0
503949,60034781,80073414,20230131,0
503958,60020269,80082467,20230131,0
504015,60051003,80099660,20230131,0
504016,60074478,80130174,20230131,-1
504021,60071378,80131882,20230131,1
504023,60056019,80102586,20230131,0
504050,60022520,80053111,20230131,0
504051,60075642,80131963,20230131,1
504058,60041304,80098971,20230131,0
504060,60005230,80009622,20230131,0
504063,60072494,80132302,20230131,1
504172,60024236,80055506,20230131,0
504176,60073751,80132990,20230131,1
504181,60009490,80132266,20230131,1
504182,60022576,80060612,20230131,0
504465,60073734,80132692,20230131,1
504473,60057388,80132488,20230131,1
507060,60071012,80131440,20230131,1
508033,60019075,80053216,20230131,0
511987,60028603,80097615,20230131,0
512163,60018788,80050569,20230131,0
512554,60006251,80009238,20230131,0
520516,60068090,80131761,20230131,1
520523,60075816,80131816,20230131,1
520524,69999989,80000292,20230131,0
520525,60038082,80132895,20230131,1
520563,60068089,80131820,20230131,1
520564,60026306,80131604,20230131,1
520570,60072004,80131717,20230131,1
520571,60075864,80131649,20230131,1
520576,60067632,80127409,20230131,0
520578,60027565,80061249,20230131,0
520582,60059033,80132208,20230131,1
520587,60021531,80055860,20230131,0
520588,60001470,80055865,20230131,0
520590,60076033,80132216,20230131,1
520596,60036060,80072354,20230131,0
520650,60067127,80128397,20230131,0
520651,60074684,80132723,20230131,1
520652,60055929,80131555,20230131,1
520653,60014467,80035409,20230131,0
520655,60057279,80132728,20230131,1
520657,60075061,80132792,20230131,1
520662,60022768,80051255,20230131,0
520663,60022640,80053789,20230131,0
520675,60032527,80073724,20230131,0
520677,60075835,80132413,20230131,1
520680,60033584,80072028,20230131,0
520684,60039270,80132538,20230131,1
520814,60024921,80098772,20230131,0
520894,60047037,80132140,20230131,1
520899,60067414,80131919,20230131,1
520905,60075605,80130408,20230131,-1
520981,60072782,80132199,20230131,1
520982,60031298,80102330,20230131,0
520991,69999974,80000715,20230131,0
534969,60002084,80001890,20230131,0
534972,60071341,80132830,20230131,1
535006,60075689,80131893,20230131,1
535017,60025374,80058473,20230131,0
535098,60035259,80071522,20230131,0
535100,60024188,80068980,20230131,0
535101,60071381,80130930,20230131,0
535142,60028292,80097161,20230131,0
535144,60061035,80131065,20230131,-1
535176,60017769,80036719,20230131,0
535177,60002084,80009465,20230131,0
535186,60056091,80133019,20230131,1
535187,60071381,80132368,20230131,1
535188,60072003,80132375,20230131,1
535190,60055936,80132273,20230131,1
535264,60075545,80132455,20230131,1
535267,60040229,80097605,20230131,0
535277,60075800,80132489,20230131,1
535323,60069547,80132580,20230131,1
535329,60075753,80132044,20230131,1
535330,60074212,80132129,20230131,1
535432,60074542,80132708,20230131,1
538161,60019105,80067933,20230131,0
538189,60073418,80128250,20230131,-1
538194,60059144,80131790,20230131,1
538196,60015446,80036886,20230131,0
538206,60007842,80013130,20230131,0
538210,60005229,80033989,20230131,0
538211,60018883,80036774,20230131,0
538212,60056221,80132726,20230131,1
538215,60074765,80132043,20230131,1
538219,60001921,80003280,20230131,0
538224,60071431,80132426,20230131,1
538248,60076092,80132478,20230131,1
538253,60073255,80133066,20230131,1
538257,60020956,80044324,20230131,0
538318,60075692,80132465,20230131,1
542253,60017867,80034287,20230131,0
542255,60071396,80132930,20230131,1
542259,60056693,80132938,20230131,1
542263,60031544,80068178,20230131,0
545908,60075085,80132710,20230131,1
545962,60008928,80055256,20230131,0
545964,60029425,80072674,20230131,0
545965,60030626,80066748,20230131,0
545970,60023433,80055470,20230131,0
546004,60018668,80084406,20230131,0
546007,60043999,80132695,20230131,1
546011,60075067,80131910,20230131,1
546036,60017388,80033112,20230131,0
546039,60023918,80055429,20230131,0
546042,60074686,80132171,20230131,1
546043,60051072,80101872,20230131,0
546135,60023289,80052950,20230131,0
546138,60040537,80079837,20230131,0
546146,60017518,80037747,20230131,0
546149,60075262,80131982,20230131,1
546152,60029422,80083308,20230131,0
546178,60017592,80035141,20230131,0
546183,60038011,80089769,20230131,0
546186,60074543,80132980,20230131,1
546211,60016963,80037750,20230131,0
546212,60021768,80053065,20230131,0
546219,60051181,80095895,20230131,0
546243,60075747,80132530,20230131,1
546246,60043424,80083520,20230131,0
546251,60051732,80095968,20230131,0
546252,60073244,80132852,20230131,1
546256,60075322,80132039,20230131,1
546637,60016244,80033704,20230131,0
546638,60000727,80131886,20230131,1
546642,60013734,80115226,20230131,0
546643,60075625,80131706,20230131,1
546646,60072379,80131586,20230131,1
546647,60067718,80131657,20230131,1
546886,60058929,80133008,20230131,1
546889,60013890,80024054,20230131,0
546891,60021031,80071895,20230131,0
547005,60014554,80036541,20230131,0
547007,60024073,80055818,20230131,0
547010,60009208,80018045,20230131,0
547011,60017769,80036718,20230131,0
547014,60075935,80132797,20230131,1
548116,60015208,80036222,20230131,0
548117,60036514,80072268,20230131,0
548121,60042492,80086591,20230131,0
548160,60022802,80053960,20230131,0
548161,60018614,80035464,20230131,0
548171,60019010,80042936,20230131,0
548172,60020113,80052565,20230131,0
548221,60031895,80071941,20230131,0
548263,60027488,80071745,20230131,0
548269,60053972,80101956,20230131,0
548276,60051937,80097965,20230131,0
548304,60020826,80072594,20230131,0
548306,60026469,80069583,20230131,0
548309,60033597,80071724,20230131,0
548314,60011562,80019796,20230131,0
548355,60057857,80114048,20230131,-1
548359,60022467,80052740,20230131,0
548360,60008849,80019728,20230131,0
548363,60073921,80132917,20230131,1
553384,60009868,80018717,20230131,0
554212,60052789,80102994,20230131,0
554217,60069367,80132560,20230131,1
554220,60075798,80132644,20230131,1
554223,60049525,80132621,20230131,1
554245,60073399,80132316,20230131,1
554246,60033235,80084772,20230131,0
554248,60075692,80132499,20230131,1
554253,60073752,80133050,20230131,1
554257,60035345,80073131,20230131,0
554339,60071860,80132092,20230131,1
554343,60043984,80086968,20230131,0
554344,60071062,80131860,20230131,1
555052,60023039,80071626,20230131,0
555970,60006926,80019390,20230131,0
557058,60031639,80066585,20230131,0
557059,60068904,80132776,20230131,1
557065,60053884,80099648,20230131,0
557069,60027309,80064515,20230131,0
565851,60039537,80084803,20230131,0
565857,60003877,80019152,20230131,0
565858,60033471,80071790,20230131,0
565863,60041298,80099978,20230131,0
565939,60073084,80129346,20230131,-1
565944,60030246,80070095,20230131,0
565949,60043100,80081956,20230131,0
566074,60023040,80055807,20230131,0
566076,60009026,80013458,20230131,0
566084,60028114,80072764,20230131,0
566087,60037000,80071990,20230131,0
566267,60014652,80025224,20230131,0
566270,60071836,80132679,20230131,1
566272,60008296,80132385,20230131,1
566278,60002077,80001844,20230131,0
566317,60069097,80132570,20230131,1
566325,60056249,80131322,20230131,-1
566332,60075195,80132763,20230131,1
566333,60072993,80131590,20230131,1
566423,60005229,80024706,20230131,0
568482,60015682,80034191,20230131,0
568483,60024367,80071572,20230131,0
568491,60026501,80061192,20230131,0
568587,60068400,80131643,20230131,1
568588,60052315,80096163,20230131,0
568589,60041526,80087023,20230131,0
568598,60032889,80068317,20230131,0
568690,60036646,80100401,20230131,0
568698,60012003,80019671,20230131,0
568731,60051183,80129009,20230131,-1
568735,60074509,80131760,20230131,1
568737,60070144,80132678,20230131,1
568789,60005903,80009001,20230131,0
568790,60024188,80059487,20230131,0
568792,60069385,80129737,20230131,0
568803,60031767,80070700,20230131,0
568878,60053731,80097913,20230131,0
568880,60022961,80055346,20230131,0
568881,60009335,80019620,20230131,0
568884,60033376,80068853,20230131,0
568885,60030420,80072947,20230131,0
568970,60037819,80073146,20230131,0
569122,60012485,80019833,20230131,0
573669,60031843,80066738,20230131,0
573737,60034164,80069171,20230131,0
573738,60008854,80014009,20230131,0
573739,60045902,80101300,20230131,0
573864,60024843,80068003,20230131,0
573973,60047405,80131489,20230131,1
574036,60011631,80019435,20230131,0
574046,60028150,80066773,20230131,0
574102,60075252,80131857,20230131,1
574117,60051068,80101880,20230131,0
574205,60033223,80101492,20230131,0
574220,60042341,80127287,20230131,-1
574292,60040659,80083816,20230131,0
574294,60072004,80132013,20230131,1
574295,60060431,80129861,20230131,0
574298,60022403,80053276,20230131,0
574299,60071572,80131924,20230131,0
574304,60017116,80099728,20230131,0
574306,60037447,80101883,20230131,0
574402,60023096,80053451,20230131,0
574404,60022659,80060622,20230131,0
574406,60050279,80096033,20230131,0
574487,60071572,80131924,20230131,1
574492,60075920,80132521,20230131,1
574499,60070197,80132874,20230131,1
574609,60011277,80019768,20230131,0
574611,60024227,80103137,20230131,0
574615,60059297,80132660,20230131,1
574618,60031413,80132401,20230131,1
574621,60067412,80132423,20230131,1
574622,60028261,80073303,20230131,0
574784,60075545,80132472,20230131,1
580181,60025997,80066082,20230131,0
585293,60023050,80053611,20230131,0
585294,60012011,80061396,20230131,0
585314,60006677,80131946,20230131,1
585327,60021036,80047567,20230131,0
585404,60018068,80034781,20230131,0
587020,60023160,80068351,20230131,0
587048,60074961,80130533,20230131,1
587050,60067554,80131740,20230131,1
587061,60016222,80036273,20230131,0
587182,60008661,80011526,20230131,0
587183,60008708,80019423,20230131,0
587184,60074116,80131672,20230131,1
587191,60027411,80068709,20230131,0
587195,60052391,80100689,20230131,0
587196,60026398,80059711,20230131,0
587235,60031004,80072459,20230131,0
587236,60033524,80072104,20230131,0
587242,60040447,80102045,20230131,0
587245,60028684,80067532,20230131,0
587246,60008469,80132332,20230131,1
587248,60072507,80132274,20230131,1
587309,60028292,80131960,20230131,1
587310,60055261,80132252,20230131,1
587311,60073399,80132333,20230131,1
587312,60071908,80132360,20230131,1
587313,60033235,80072773,20230131,0
587378,60038011,80091619,20230131,0
587382,60074396,80132482,20230131,1
587385,60076140,80132841,20230131,1
587450,60076011,80132161,20230131,1
591433,60011292,80019411,20230131,0
591893,60021937,80055406,20230131,0
592584,60018792,80071873,20230131,0
592638,60032887,80072078,20230131,0
592647,60012479,80019666,20230131,0
592650,60075706,80131466,20230131,1
592655,60075505,80131980,20230131,1
592727,60028650,80073140,20230131,0
592730,60031409,80072577,20230131,0
592732,60071721,80129371,20230131,0
592733,60018832,80036898,20230131,0
592735,60018551,80036926,20230131,0
592736,60054702,80100894,20230131,0
592738,60041087,80080419,20230131,0
592740,60005987,80009388,20230131,0
592764,60029501,80070019,20230131,0
592772,60074688,80131973,20230131,1
592776,60054587,80101334,20230131,0
592797,60008436,80111551,20230131,0
592798,60075684,80132457,20230131,1
592802,60071395,80133044,20230131,1
592807,60022933,80072585,20230131,0
592812,60070543,80129557,20230131,-1
592852,60053967,80101972,20230131,0
592856,60034902,80072309,20230131,0
592863,60075523,80132794,20230131,1
593970,60018761,80036642,20230131,0
593974,60072020,80133047,20230131,1
593976,60046183,80086861,20230131,0
593983,60053309,80097419,20230131,0
594145,60009925,80014014,20230131,0
594440,60072004,80132598,20230131,1
594443,60069309,80132629,20230131,1
594450,60076088,80133007,20230131,1
594620,60046025,80086274,20230131,0
594683,60037706,80096898,20230131,0
594695,60073218,80130709,20230131,1
594696,60049402,80095991,20230131,0
594774,60025217,80068478,20230131,0
594873,60046287,80097307,20230131,0
594880,60067108,80128888,20230131,-1
594881,60013398,80132977,20230131,1
594946,60057063,80131534,20230131,1
594950,60059145,80131797,20230131,1
594952,60054978,80102828,20230131,0
594954,60001375,80012772,20230131,0
594982,60059672,80131915,20230131,1
594983,60075236,80132014,20230131,1
594987,60067090,80127656,20230131,-1
594994,60027552,80072265,20230131,0
595065,60029731,80071855,20230131,0
595072,60044366,80099586,20230131,0
595141,60074543,80132996,20230131,1
595146,60071284,80132684,20230131,1
595147,60033378,80132880,20230131,1
595209,60032887,80073069,20230131,0
595213,60075434,80132562,20230131,1
595222,60073437,80132508,20230131,1
595241,60076010,80132443,20230131,1
597416,60009303,80013433,20230131,0
597417,60018132,80036764,20230131,0
597419,60055419,80102167,20230131,0
597511,60006660,80009096,20230131,0
597512,60042074,80086393,20230131,0
597652,60016625,80034219,20230131,0
600138,60009602,80017138,20230131,0
601732,60021475,80046394,20230131,0
601784,60075667,80131506,20230131,1
601931,60002123,80003926,20230131,0
604998,60071321,80131435,20230131,1
605390,60071760,80132572,20230131,1
605391,60042773,80131738,20230131,1
605392,60005229,80103476,20230131,0
605473,60071565,80132507,20230131,1
605476,60042773,80131738,20230131,0
605479,60073060,80132306,20230131,1
605480,60022604,80055793,20230131,0
605555,60009402,80023041,20230131,0
605565,60033469,80131607,20230131,1
605593,60067077,80127672,20230131,-1
607176,60012402,80032812,20230131,0
607709,60069884,80131520,20230131,1
607782,60019060,80054308,20230131,0
607783,60026226,80071762,20230131,0
607790,60008930,80095850,20230131,0
607851,60032759,80068432,20230131,0
607863,60042783,80098117,20230131,0
607864,60055194,80131275,20230131,-1
607865,60055933,80131818,20230131,1
607971,60068780,80132901,20230131,1
607972,60075876,80131686,20230131,1
607976,60051553,80102103,20230131,0
608210,60014569,80099403,20230131,0
608212,60032526,80066942,20230131,0
608213,60020717,80052595,20230131,0
608220,60044366,80096524,20230131,0
608262,60027638,80072688,20230131,0
608269,60021612,80067254,20230131,0
608271,60017924,80035604,20230131,0
608349,60072567,80132322,20230131,1
608352,60071395,80133034,20230131,1
608356,60000727,80132253,20230131,1
608358,60075928,80132391,20230131,1
608419,60075667,80132234,20230131,1
608420,60057388,80132495,20230131,1
608675,60073163,80129636,20230131,0
608676,60053309,80097430,20230131,0
609282,60009815,80019393,20230131,0
613021,60008154,80012049,20230131,0
613158,60066796,80131492,20230131,1
616972,60002954,80073510,20230131,0
616975,60075098,80130591,20230131,0
616981,60075909,80132188,20230131,1
617045,60074756,80132122,20230131,1
617049,60016924,80037059,20230131,0
618381,60021092,80046463,20230131,0
619831,60015695,80043058,20230131,0
620053,60045760,80098819,20230131,0
620055,60039013,80101626,20230131,0
620067,60074808,80131721,20230131,1
620068,60075885,80131725,20230131,1
620070,60071439,80132772,20230131,1
620076,60031018,80066614,20230131,0
620114,60032165,80072525,20230131,0
626660,60021937,80055400,20230131,0
632837,60075400,80132532,20230131,1
632878,60075100,80132799,20230131,1
632887,60073218,80130709,20230131,0
632927,60072483,80130741,20230131,-1
632929,60007359,80009276,20230131,0
632935,60067416,80132019,20230131,1
632939,60074551,80132074,20230131,1
635913,60027466,80067826,20230131,0
635917,60075172,80132855,20230131,1
635919,60055930,80131875,20230131,1
635920,60042373,80083294,20230131,0
636007,60075834,80131752,20230131,1
636008,60057764,80131560,20230131,1
636055,60067414,80126233,20230131,-1
636056,60070023,80129440,20230131,0
636057,60043202,80084998,20230131,0
636064,60069134,80131676,20230131,1
636153,60009139,80034039,20230131,0
636162,60069208,80131945,20230131,1
636168,60067425,80132436,20230131,1
636169,60075149,80132270,20230131,1
636240,60075163,80132134,20230131,1
636241,60074667,80132379,20230131,1
636242,60073399,80132280,20230131,1
636244,60059661,80132652,20230131,1
636248,60072435,80132380,20230131,1
636254,60030784,80067956,20230131,0
636256,60055323,80132238,20230131,1
636292,60069537,80132547,20230131,1
636306,60011691,80019767,20230131,0
636307,60036079,80102595,20230131,0
636366,60037697,80081843,20230131,0
638703,60027377,80131458,20230131,1
638731,60071971,80132754,20230131,1
638737,60069896,80132786,20230131,1
638738,60030196,80066540,20230131,0
638739,60071391,80131542,20230131,1
638740,60007078,80007974,20230131,0
638741,60007554,80009236,20230131,0
639032,60032214,80069036,20230131,0
639069,60073055,80131832,20230131,1
639070,60022726,80053080,20230131,0
639071,60075012,80131895,20230131,1
639192,60021522,80081544,20230131,0
639193,60031386,80101601,20230131,0
639196,60074546,80131934,20230131,1
639199,60015532,80070490,20230131,0
639291,60031203,80096526,20230131,0
639339,69999973,80000744,20230131,0
639340,60050976,80101168,20230131,0
639341,60019090,80037790,20230131,0
639352,60018367,80037736,20230131,0
639353,60074214,80132906,20230131,1
639355,60074977,80132926,20230131,1
639480,60025543,80072940,20230131,0
639483,60055101,80132271,20230131,1
639484,60057864,80132393,20230131,1
639486,60043424,80081715,20230131,0
639490,60033157,80068388,20230131,0
640704,60017283,80034627,20230131,0
643063,60016997,80035226,20230131,0
643467,60022703,80051097,20230131,0
644508,60036020,80086876,20230131,0
650670,60007351,80009098,20230131,0
651343,60034488,80070619,20230131,0
651545,60037757,80072899,20230131,0
651547,60004019,80007425,20230131,0
651548,60018144,80046126,20230131,0
651553,60028292,80097171,20230131,0
651554,60023606,80055567,20230131,0
651555,60074636,80131779,20230131,1
651557,60075778,80131880,20230131,1
651559,60030486,80068801,20230131,0
651614,60059617,80131851,20230131,1
651620,60073255,80133070,20230131,1
651630,60073191,80131889,20230131,1
651763,60036079,80102641,20230131,0
651769,60072070,80132551,20230131,1
651966,60019093,80037496,20230131,0
651969,60073058,80132374,20230131,1
651970,60076136,80132886,20230131,1
651973,60054476,80132907,20230131,1
651974,60022726,80097251,20230131,0
651975,60021038,80055872,20230131,0
651976,60074761,80132933,20230131,1
651979,60075686,80132484,20230131,1
652036,60063206,80132056,20230131,1
652039,60070706,80132677,20230131,1
652042,60000727,80132775,20230131,1
652045,60074932,80132513,20230131,1
652226,60075070,80129188,20230131,0
652235,60027488,80061177,20230131,0
652240,60075286,80132110,20230131,1
652299,60054813,80100657,20230131,0
652725,60024280,80055594,20230131,0
652779,60032816,80132770,20230131,1
652786,60072435,80132320,20230131,1
652789,60051314,80132402,20230131,1
652790,60011395,80087450,20230131,0
652833,60070885,80133035,20230131,1
652837,60023330,80053525,20230131,0
652838,60050639,80131207,20230131,-1
652840,60076049,80132182,20230131,1
652844,60075426,80131287,20230131,-1
653792,60067718,80131661,20230131,1
653796,60073069,80131159,20230131,1
653799,60026111,80131605,20230131,1
653803,60062477,80131711,20230131,1
653804,60058013,80131724,20230131,1
653879,60055466,80101739,20230131,0
653881,60018144,80036246,20230131,0
653882,60003114,80007938,20230131,0
653889,60045862,80086365,20230131,0
653890,60039270,80131903,20230131,1
653893,60008928,80055259,20230131,0
654037,60045813,80087694,20230131,0
654044,60054022,80101590,20230131,0
654047,60031070,80068403,20230131,0
654050,60033044,80067720,20230131,0
654105,60011562,80019794,20230131,0
654111,60005229,80004779,20230131,0
654117,60006894,80132620,20230131,1
654240,60057331,80132359,20230131,1
654244,60073163,80132394,20230131,1
654256,60075122,80132018,20230131,1
654310,60011835,80017814,20230131,0
654311,60018011,80033255,20230131,0
654320,60008585,80012477,20230131,0
654397,60047089,80087945,20230131,0
654405,60075864,80131663,20230131,1
654660,60054734,80100332,20230131,0
654667,60031895,80071898,20230131,0
654675,60075357,80131608,20230131,1
654725,60028794,80064518,20230131,0
654726,60075294,80131680,20230131,1
654835,60059228,80133068,20230131,1
654840,60032014,80071791,20230131,0
654843,60024134,80055061,20230131,0
654847,60035726,80073278,20230131,0
654848,60051257,80097516,20230131,0
654939,60027908,80071433,20230131,0
654941,60028812,80071477,20230131,0
654945,60031579,80067085,20230131,0
654948,60075605,80130410,20230131,-1
654951,60050719,80102242,20230131,0
654996,60017464,80035383,20230131,0
655000,60024183,80055603,20230131,0
655003,60016689,80034621,20230131,0
655040,60005142,80009047,20230131,0
655048,60023251,80098969,20230131,0
655054,60046214,80132241,20230131,1
655055,60074745,80132330,20230131,1
655385,60071977,80132891,20230131,1
655511,60020792,80052762,20230131,0
659028,60064968,80130549,20230131,0
659030,60015429,80035595,20230131,0
659033,60013028,80072084,20230131,0
659038,60021151,80072350,20230131,0
659087,60034901,80081199,20230131,0
659321,60042080,80098672,20230131,0
659329,60073214,80131438,20230131,1
669130,60024299,80066712,20230131,0
669201,60011871,80034774,20230131,0
669202,60059355,80131448,20230131,1
669211,60073819,80132575,20230131,1
669363,60012018,80019477,20230131,0
669366,60074808,80131716,20230131,1
669367,60015441,80036560,20230131,0
669368,60025244,80102949,20230131,0
669369,60075074,80132295,20230131,1
669370,60029166,80132141,20230131,1
669371,60069488,80132919,20230131,1
669451,60012388,80019835,20230131,0
669454,60072647,80132477,20230131,1
669458,60032503,80069722,20230131,0
669499,60059355,80131448,20230131,0
669500,60027923,80069590,20230131,0
669503,60074656,80132083,20230131,1
670278,60011127,80019429,20230131,0
670700,60032236,80068079,20230131,0
671001,60075593,80132403,20230131,1
671004,60075857,80132408,20230131,1
671009,60071194,80131239,20230131,0
671010,60018865,80037485,20230131,0
671011,60057405,80132344,20230131,1
671015,60074092,80132172,20230131,1
671016,60073163,80130675,20230131,-1
671087,60033235,80068714,20230131,0
671092,60050013,80096714,20230131,0
671098,60010112,80019906,20230131,0
674056,60007165,80009114,20230131,0
674955,60016434,80033017,20230131,0
674956,60018009,80035682,20230131,0
679189,60018883,80043826,20230131,0
680036,60052798,80096675,20230131,0
680046,60026212,80061274,20230131,0
680069,60048208,80097616,20230131,0
683588,60025592,80060249,20230131,0
689794,60075961,80132798,20230131,1
689933,60043825,80082179,20230131,0
689987,60031757,80071897,20230131,0
690016,60057389,80132719,20230131,1
690017,60017283,80034666,20230131,0
690018,60005831,80009005,20230131,0
690029,60032867,80072178,20230131,0
690039,60072526,80133022,20230131,1
690047,60019370,80037774,20230131,0
690049,60059672,80131479,20230131,1
690051,60008928,80033302,20230131,0
690060,60054133,80099301,20230131,0
690086,60054336,80099503,20230131,0
690088,60075425,80130321,20230131,1
690096,60071204,80132735,20230131,1
690100,60031018,80068642,20230131,0
690103,60014569,80070994,20230131,0
690105,60074674,80131894,20230131,1
690152,60038737,80132581,20230131,1
690159,60018039,80035947,20230131,0
690160,60037529,80077868,20230131,0
690175,60073257,80131853,20230131,1
690179,60015249,80062345,20230131,0
690205,60074212,80132127,20230131,1
690208,60030721,80072970,20230131,0
690213,60032184,80103385,20230131,0
690214,60075587,80132902,20230131,1
690217,60073113,80132233,20230131,1
690220,60070790,80132416,20230131,1
690238,60019105,80081124,20230131,0
690243,60067640,80132198,20230131,1
690250,60075279,80132811,20230131,1
690253,60012735,80020028,20230131,0
690254,60075353,80131633,20230131,1
690270,60033716,80132950,20230131,1
690309,60037199,80098136,20230131,0
690313,60039717,80132462,20230131,1
690314,60074153,80132057,20230131,-1
690319,60073399,80132292,20230131,1
690320,60076126,80132762,20230131,1
690348,60071080,80132558,20230131,1
690386,60075139,80132072,20230131,1
690391,60074153,80132057,20230131,1
690434,60076088,80132665,20230131,1
690474,60075961,80132908,20230131,1
690479,60074455,80132027,20230131,1
690481,60072973,80131591,20230131,1
690538,60009335,80059489,20230131,0
691156,60048208,80095956,20230131,0
691305,60059145,80131807,20230131,1
691306,60075579,80132870,20230131,1
691308,60008928,80033335,20230131,0
691356,60017843,80036393,20230131,0
691357,60031502,80099546,20230131,0
691363,60074600,80132840,20230131,1
691408,60072056,80127387,20230131,-1
691419,60049228,80129055,20230131,-1
691420,60006422,80007968,20230131,0
691421,60022382,80055348,20230131,0
691424,60026865,80072340,20230131,0
691425,60074035,80131524,20230131,1
691464,60031850,80068606,20230131,0
691468,60034816,80071812,20230131,0
691475,60050233,80096786,20230131,0
